customer_id,gender,birth_year,city,acquisition_channel,last_purchase_date,first_purchase_date,frequency,monetary,avg_order_value,recency_days,customer_lifetime_days,n_unique_categories,n_unique_brands,favorite_brand,avg_item_price,avg_line_amount,discount_usage_rate,n_transactions
C00137,F,1965.0,,Website,2025-11-14,2025-02-04,2.0,52009500.0,26004750.0,132.0,283.0,3.0,3.0,Baseus,4462000.0,28790500.0,0.5,2.0
C00138,M,1969.0,Huế,Walk-in,2026-01-28,2024-07-26,4.0,97933850.0,24483462.5,57.0,551.0,5.0,10.0,Anker,3312916.6666666665,9522666.666666666,0.5,4.0
C00139,F,2005.0,Nha Trang,Referral,2025-05-14,2025-04-22,2.0,878000.0,439000.0,316.0,22.0,2.0,2.0,TH True,189500.0,439000.0,0.5,2.0
C00140,F,1977.0,Nha Trang,Website,2026-03-19,2024-11-24,7.0,89434400.0,12776342.857142856,7.0,480.0,6.0,12.0,Vinamilk,2082133.3333333333,6537866.666666667,0.42857142857142855,7.0
C00141,,1989.0,Vũng Tàu,Walk-in,2026-02-22,2024-02-15,9.0,81151300.0,9016811.111111112,32.0,738.0,5.0,9.0,H&M,2550235.294117647,5766466.666666667,0.4444444444444444,9.0
C00142,,1983.0,Hà Nội,Shopee,2026-01-10,2025-02-04,7.0,112613800.0,16087685.714285715,75.0,340.0,4.0,6.0,Local Brand,4972142.857142857,18149285.714285713,0.5714285714285714,7.0
C00143,M,2001.0,Buôn Ma Thuột,,2026-01-04,2024-03-17,3.0,84246261.0,28082087.0,81.0,658.0,4.0,8.0,Samsung,4286875.0,12212755.714285715,0.6666666666666666,3.0
C00144,F,1983.0,Khác,TikTok,2026-01-19,2025-04-05,5.0,51969900.0,10393980.0,66.0,289.0,4.0,7.0,Samsung,2875750.0,6812750.0,0.8,5.0
C00145,F,1979.0,Buôn Ma Thuột,TikTok,2025-08-27,2025-08-16,2.0,69447000.0,34723500.0,211.0,11.0,4.0,4.0,Local Brand,3551000.0,17361750.0,0.0,2.0
C00146,F,1973.0,Buôn Ma Thuột,Google,2025-12-01,2025-04-11,4.0,16055000.0,4013750.0,115.0,234.0,4.0,6.0,Innisfree,1502666.6666666667,3472000.0,0.25,4.0
C00147,M,1984.0,Khác,Website,2025-12-20,2025-05-17,5.0,130790250.0,26158050.0,96.0,217.0,5.0,9.0,Sony,3697545.4545454546,13091100.0,0.2,5.0
C00148,F,1973.0,TP.HCM,Referral,2026-01-12,2023-11-12,7.0,221146550.0,31592364.285714287,73.0,792.0,6.0,11.0,Generic,5868687.5,14804933.333333334,0.2857142857142857,7.0
C00149,F,1976.0,Hải Phòng,Zalo,2026-01-27,2024-05-24,9.0,36248100.0,4027566.6666666665,58.0,613.0,6.0,9.0,Sony,783384.6153846154,2892615.3846153845,0.6666666666666666,9.0
C00150,F,1998.0,Bắc Ninh,Referral,2025-09-27,2025-09-27,1.0,10239000.0,10239000.0,180.0,0.0,3.0,3.0,Generic,558500.0,2559750.0,0.0,1.0
C00151,F,1995.0,Khác,Referral,2024-06-19,2023-12-16,2.0,31875200.0,15937600.0,645.0,186.0,2.0,4.0,Local Brand,2456250.0,9961000.0,1.0,2.0
C00152,M,1994.0,,Zalo,2026-02-17,2024-06-08,3.0,34525100.0,11508366.666666666,37.0,619.0,5.0,7.0,TH True,2343200.0,4321222.222222222,0.6666666666666666,3.0
C00153,F,2000.0,Biên Hòa,Google,2026-03-02,2024-09-01,7.0,115077650.0,16439664.285714285,24.0,547.0,5.0,9.0,Generic,2727437.5,9675733.333333334,0.8571428571428571,7.0
C00154,M,1981.0,,,2025-10-06,2024-07-30,6.0,130063800.0,21677300.0,171.0,433.0,6.0,11.0,Panasonic,3709923.076923077,12344750.0,0.6666666666666666,6.0
C00155,F,1981.0,Vũng Tàu,Shopee,2025-04-18,2024-10-05,2.0,16896800.0,8448400.0,342.0,195.0,4.0,4.0,H&M,1993750.0,4466250.0,0.5,2.0
C00156,F,1971.0,Buôn Ma Thuột,TikTok,2026-03-11,2025-03-31,10.0,73952200.0,7395220.0,15.0,345.0,6.0,12.0,Vinamilk,1171000.0,3686954.5454545454,0.3,10.0
C00157,M,2004.0,Bắc Ninh,Walk-in,2025-11-20,2025-03-09,4.0,55401000.0,13850250.0,126.0,256.0,4.0,7.0,Samsung,1934857.142857143,9327166.666666666,0.25,4.0
C00158,M,2006.0,TP.HCM,Website,2026-03-02,2025-03-07,13.0,76908750.0,5916057.692307692,24.0,360.0,6.0,14.0,Generic,980125.0,2739166.6666666665,0.38461538461538464,13.0
C00159,F,2006.0,Nha Trang,,2026-02-17,2025-05-28,4.0,117933400.0,29483350.0,37.0,265.0,6.0,7.0,LOréal,4840125.0,14811875.0,0.25,4.0
C00160,M,1967.0,Cần Thơ,Website,2026-02-11,2024-05-07,7.0,172527500.0,24646785.714285713,43.0,645.0,5.0,9.0,Generic,4508384.615384615,15726769.23076923,1.0,7.0
C00161,X,1980.0,Bắc Ninh,Zalo,2025-10-13,2024-04-29,7.0,54719271.0,7817038.714285715,164.0,532.0,5.0,6.0,Local Brand,2044083.3333333333,5220938.333333333,0.7142857142857143,7.0
C00162,F,1988.0,Buôn Ma Thuột,Shopee,2026-02-06,2025-03-07,2.0,39051600.0,19525800.0,48.0,336.0,3.0,4.0,LG,8659666.666666666,27894000.0,0.5,2.0
C00163,,1991.0,Buôn Ma Thuột,Google,2026-01-08,2025-02-03,7.0,351585900.0,50226557.14285714,77.0,339.0,6.0,16.0,LOréal,4062958.3333333335,19147157.89473684,0.7142857142857143,7.0
C00164,F,1982.0,Hà Nội,Walk-in,2026-03-21,2024-12-07,8.0,70905800.0,8863225.0,5.0,469.0,6.0,13.0,TH True,2765368.4210526315,4266722.222222222,0.75,8.0
C00165,F,1993.0,Hải Phòng,,2025-11-21,2025-01-01,4.0,205204800.0,51301200.0,125.0,324.0,5.0,6.0,Anker,6066666.666666667,29093625.0,0.25,4.0
C00166,F,1999.0,Buôn Ma Thuột,Walk-in,2025-09-10,2024-11-12,3.0,10279600.0,3426533.3333333335,197.0,302.0,3.0,4.0,Vinamilk,1536666.6666666667,3935333.3333333335,0.6666666666666666,3.0
C00167,F,1982.0,Hải Phòng,Google,2025-11-03,2024-10-07,7.0,162642800.0,23234685.714285713,143.0,392.0,6.0,10.0,Xiaomi,4099466.6666666665,13212650.0,0.5714285714285714,7.0
C00168,M,1978.0,Buôn Ma Thuột,Facebook,2025-10-31,2024-11-03,5.0,141928800.0,28385760.0,146.0,362.0,6.0,8.0,Innisfree,4027545.4545454546,14089818.181818182,0.6,5.0
C00169,F,1980.0,Đà Nẵng,TikTok,2025-07-06,2023-10-22,5.0,35222370.0,7044474.0,263.0,623.0,5.0,10.0,Apple,1139500.0,3913596.6666666665,0.0,5.0
C00170,M,2002.0,Hải Phòng,,2025-10-25,2023-09-13,5.0,21784000.0,4356800.0,152.0,773.0,3.0,7.0,Panasonic,1279375.0,2723000.0,0.0,5.0
C00171,M,2003.0,Hà Nội,Referral,2025-09-21,2025-09-21,1.0,11388000.0,11388000.0,186.0,0.0,3.0,3.0,TH True,1863666.6666666667,3796000.0,0.0,1.0
C00172,M,1999.0,,Zalo,2025-07-19,2023-12-28,8.0,96841350.0,12105168.75,250.0,569.0,6.0,7.0,Generic,2455285.714285714,6953571.428571428,0.375,8.0
C00173,M,1973.0,Hà Nội,Walk-in,2025-11-24,2024-01-14,8.0,128040250.0,16005031.25,122.0,680.0,5.0,10.0,TH True,2384647.0588235296,10510187.5,0.875,8.0
C00174,F,1966.0,Đà Nẵng,Referral,,,,,,,,,,,,,,
C00175,M,1991.0,Bắc Ninh,Google,2025-11-26,2024-10-02,3.0,37352300.0,12450766.666666666,120.0,420.0,4.0,5.0,Generic,3407000.0,7741666.666666667,0.6666666666666666,3.0
C00176,F,1993.0,Khác,Walk-in,2026-02-16,2024-03-10,5.0,72811200.0,14562240.0,38.0,708.0,5.0,9.0,Local Brand,2304400.0,8809000.0,0.8,5.0
C00177,M,1993.0,Bắc Ninh,TikTok,2026-02-18,2024-12-29,6.0,61740000.0,10290000.0,36.0,416.0,5.0,7.0,LOréal,1978416.6666666667,5694250.0,0.16666666666666666,6.0
C00178,M,1998.0,Cần Thơ,Website,2025-08-21,2025-03-10,3.0,10481700.0,3493900.0,217.0,164.0,4.0,6.0,Local Brand,783428.5714285715,2082833.3333333333,1.0,3.0
C00179,M,1968.0,Huế,Shopee,2026-02-13,2025-12-05,2.0,144993550.0,72496775.0,41.0,70.0,4.0,6.0,Generic,8361714.285714285,23787000.0,1.0,2.0
C00180,M,1996.0,Thủ Đức,Website,2026-01-05,2024-12-27,7.0,61498500.0,8785500.0,80.0,374.0,5.0,10.0,Local Brand,1823916.6666666667,5257166.666666667,0.5714285714285714,7.0
C00181,M,1985.0,Vũng Tàu,Zalo,2026-02-18,2023-08-22,8.0,251486800.0,31435850.0,36.0,911.0,5.0,14.0,Baseus,5150000.0,18051666.666666668,0.625,8.0
C00182,M,1982.0,Vũng Tàu,Walk-in,2026-01-03,2024-06-28,4.0,144677000.0,36169250.0,82.0,554.0,5.0,7.0,Generic,3690571.4285714286,10334071.42857143,0.0,4.0
C00183,,1994.0,Bắc Ninh,Shopee,2026-03-19,2024-11-06,8.0,241545300.0,30193162.5,7.0,498.0,5.0,11.0,Baseus,4328684.2105263155,13878888.888888888,0.375,8.0
C00184,M,2006.0,Buôn Ma Thuột,TikTok,2025-07-20,2024-09-22,4.0,50693150.0,12673287.5,249.0,301.0,5.0,8.0,Anker,1495666.6666666667,5755000.0,0.5,4.0
C00185,,1979.0,Nha Trang,Walk-in,2026-01-18,2024-12-13,6.0,94754350.0,15792391.666666666,67.0,401.0,5.0,5.0,Samsung,3834000.0,14286142.857142856,0.5,6.0
C00186,,1991.0,Thủ Đức,Google,2026-02-10,2025-08-06,5.0,87411300.0,17482260.0,44.0,188.0,6.0,9.0,Local Brand,2635090.909090909,8919727.272727273,0.6,5.0
C00187,F,1985.0,Buôn Ma Thuột,Referral,2025-12-02,2024-06-21,6.0,60931850.0,10155308.333333334,114.0,529.0,5.0,9.0,TH True,3229461.5384615385,6204666.666666667,0.8333333333333334,6.0
C00188,M,1995.0,TP.HCM,Google,2024-11-06,2024-08-22,2.0,783800.0,391900.0,505.0,76.0,2.0,2.0,Vinamilk,221500.0,434500.0,0.5,2.0
C00189,M,1992.0,TP.HCM,Walk-in,2025-04-28,2023-12-31,2.0,38880000.0,19440000.0,332.0,484.0,2.0,3.0,Panasonic,3951000.0,13052666.666666666,0.5,2.0
C00190,M,2002.0,Bắc Ninh,Walk-in,2025-03-04,2024-06-29,2.0,44325700.0,22162850.0,387.0,248.0,3.0,3.0,Innisfree,5084000.0,15145333.333333334,0.5,2.0
C00191,M,1991.0,Biên Hòa,Shopee,2026-02-02,2025-09-12,4.0,123505000.0,30876250.0,52.0,143.0,4.0,7.0,Sony,4347222.222222222,13722777.777777778,0.0,4.0
C00192,M,1983.0,Vũng Tàu,Referral,2026-02-01,2025-07-12,5.0,94985100.0,18997020.0,53.0,204.0,5.0,8.0,Panasonic,2675307.6923076925,8969538.461538462,1.0,5.0
C00193,M,2001.0,Bắc Ninh,TikTok,2025-11-12,2024-06-13,6.0,106202450.0,17700408.333333332,134.0,517.0,5.0,9.0,Adidas,4161769.230769231,9135166.666666666,0.6666666666666666,6.0
C00194,F,1979.0,TP.HCM,Walk-in,2025-09-11,2024-07-11,6.0,81451600.0,13575266.666666666,196.0,427.0,6.0,6.0,Samsung,4101000.0,8956090.909090908,0.3333333333333333,6.0
C00195,F,1972.0,Khác,Referral,2026-01-13,2025-11-26,4.0,31710700.0,7927675.0,72.0,48.0,5.0,6.0,Adidas,1616833.3333333333,3064750.0,0.75,4.0
C00196,M,1992.0,Bắc Ninh,Facebook,2025-09-18,2025-02-04,6.0,85008300.0,14168050.0,189.0,226.0,5.0,7.0,Panasonic,2973428.5714285714,7185571.428571428,0.5,6.0
C00197,F,1966.0,Đà Nẵng,Referral,2025-07-29,2025-04-03,2.0,140024000.0,70012000.0,240.0,117.0,5.0,7.0,H&M,5364750.0,17503000.0,0.0,2.0
C00198,,1986.0,Biên Hòa,Facebook,2026-03-02,2025-11-05,3.0,7806000.0,2602000.0,24.0,117.0,3.0,5.0,H&M,629000.0,1951500.0,0.0,3.0
C00199,M,2001.0,Buôn Ma Thuột,Shopee,2026-03-17,2024-10-25,6.0,65751000.0,10958500.0,9.0,508.0,5.0,7.0,Adidas,3731666.6666666665,8335500.0,0.3333333333333333,6.0
C00200,M,2005.0,Hà Nội,Google,2026-03-12,2023-08-21,5.0,50904000.0,10180800.0,14.0,934.0,6.0,8.0,Panasonic,2916428.5714285714,4722545.454545454,0.2,5.0
C00201,M,1989.0,Nha Trang,Website,2026-02-28,2024-12-23,5.0,122621750.0,24524350.0,26.0,432.0,5.0,7.0,Anker,3915000.0,15350125.0,0.2,5.0
C00202,M,1988.0,Cần Thơ,Walk-in,2025-06-19,2024-06-10,2.0,16115500.0,8057750.0,280.0,374.0,2.0,3.0,Adidas,1527250.0,4706500.0,0.5,2.0
C00203,M,1968.0,Đà Nẵng,Zalo,2025-12-28,2025-06-03,5.0,524620500.0,104924100.0,88.0,208.0,5.0,9.0,Xiaomi,2626307.6923076925,43937833.333333336,0.6,5.0
C00204,M,1970.0,Cần Thơ,Website,2025-10-29,2025-03-15,4.0,127398000.0,31849500.0,148.0,228.0,6.0,8.0,Local Brand,3505181.8181818184,12705272.727272727,0.25,4.0
C00205,F,1996.0,Vũng Tàu,Website,2025-08-10,2025-08-02,2.0,20120750.0,10060375.0,228.0,8.0,4.0,5.0,Generic,1191857.142857143,3679857.1428571427,0.5,2.0
C00206,F,1978.0,Khác,Google,2026-03-12,2025-02-25,6.0,74964300.0,12494050.0,14.0,380.0,5.0,9.0,Generic,5157571.428571428,7645230.769230769,1.0,6.0
C00207,,1972.0,Cần Thơ,Website,2025-11-20,2025-01-29,3.0,63134350.0,21044783.333333332,126.0,295.0,4.0,4.0,Samsung,4104333.3333333335,11290333.333333334,0.6666666666666666,3.0
C00208,F,1967.0,Hải Phòng,Shopee,2026-02-09,2024-12-08,8.0,145226150.0,18153268.75,45.0,428.0,6.0,9.0,Generic,2956000.0,10942785.714285715,0.625,8.0
C00209,M,1965.0,Hải Phòng,Referral,2025-08-26,2025-04-16,7.0,156015350.0,22287907.14285714,212.0,132.0,5.0,10.0,Panasonic,4821076.923076923,13807666.666666666,0.5714285714285714,7.0
C00210,M,1986.0,Cần Thơ,Walk-in,2025-12-11,2024-02-17,7.0,179894550.0,25699221.42857143,105.0,663.0,6.0,13.0,Local Brand,3688375.0,11339125.0,0.42857142857142855,7.0
C00211,M,1996.0,Thủ Đức,Shopee,2025-11-06,2024-01-19,4.0,85140300.0,21285075.0,140.0,657.0,5.0,7.0,Xiaomi,7593800.0,9805900.0,1.0,4.0
C00212,M,1989.0,Bắc Ninh,,2025-12-16,2024-04-18,5.0,182570000.0,36514000.0,100.0,607.0,6.0,10.0,Zara,2757625.0,13450571.42857143,0.4,5.0
C00213,F,1969.0,Nha Trang,Facebook,2026-01-25,2024-12-10,6.0,61271800.0,10211966.666666666,60.0,411.0,5.0,9.0,Generic,2194727.272727273,6242200.0,0.16666666666666666,6.0
C00214,M,1994.0,TP.HCM,Walk-in,2025-10-17,2024-11-19,4.0,28258600.0,7064650.0,160.0,332.0,5.0,9.0,Sony,676153.8461538461,2464416.6666666665,0.25,4.0
C00215,F,2001.0,Nha Trang,Shopee,2025-06-12,2025-06-12,1.0,13617000.0,13617000.0,287.0,0.0,1.0,1.0,Xiaomi,4539000.0,13617000.0,0.0,1.0
C00216,M,1990.0,Hà Nội,Walk-in,2025-05-29,2024-04-07,5.0,46787000.0,9357400.0,301.0,417.0,4.0,4.0,Anker,3355400.0,9357400.0,0.0,5.0
C00217,F,1988.0,TP.HCM,Shopee,2026-01-09,2025-07-02,4.0,94614000.0,23653500.0,76.0,191.0,2.0,5.0,Samsung,8076400.0,18922800.0,0.0,4.0
C00218,M,1992.0,Vũng Tàu,Shopee,2025-03-18,2024-06-02,4.0,12075300.0,3018825.0,373.0,289.0,5.0,4.0,Local Brand,1134666.6666666667,2187000.0,0.75,4.0
C00219,M,1986.0,Cần Thơ,Walk-in,2026-02-20,2025-01-03,4.0,22932600.0,5733150.0,34.0,413.0,4.0,4.0,Vinamilk,1863500.0,6303750.0,0.25,4.0
C00220,F,1975.0,,Google,2026-02-07,2025-04-27,4.0,37573000.0,9393250.0,47.0,286.0,4.0,6.0,TH True,2451571.4285714286,5624714.285714285,0.5,4.0
C00221,M,1987.0,,Zalo,2025-10-06,2024-11-30,5.0,93863150.0,18772630.0,171.0,310.0,4.0,9.0,Sony,5729636.363636363,11054181.818181818,0.6,5.0
C00222,,1974.0,Cần Thơ,TikTok,2025-09-26,2024-11-04,4.0,44065000.0,11016250.0,181.0,326.0,5.0,6.0,Adidas,2729714.285714286,7814666.666666667,0.5,4.0
C00223,M,2006.0,TP.HCM,Zalo,2024-09-28,2024-09-28,1.0,4768000.0,4768000.0,544.0,0.0,1.0,2.0,Zara,1062500.0,2384000.0,0.0,1.0
C00224,F,1994.0,Khác,Website,2026-03-19,2025-03-30,9.0,185146450.0,20571827.777777776,7.0,354.0,6.0,12.0,Generic,2915473.6842105263,9850473.684210526,0.5555555555555556,9.0
C00225,F,2005.0,Biên Hòa,Zalo,2025-11-26,2025-10-16,2.0,25275800.0,12637900.0,120.0,41.0,3.0,4.0,TH True,1346000.0,6365000.0,0.5,2.0
C00226,M,1995.0,Huế,Referral,2025-10-22,2025-05-04,3.0,12583990.0,4194663.333333333,155.0,171.0,5.0,5.0,Uniqlo,689500.0,2610758.0,0.3333333333333333,3.0
C00227,M,1987.0,Bắc Ninh,,2026-03-06,2024-09-06,5.0,44664350.0,8932870.0,20.0,546.0,4.0,10.0,Adidas,1458800.0,4646400.0,0.6,5.0
C00228,,1993.0,Hà Nội,Facebook,2024-08-29,2024-08-04,2.0,15488399.999999998,7744199.999999999,574.0,25.0,5.0,5.0,Local Brand,1627500.0,3662500.0,0.5,2.0
C00229,F,1969.0,Buôn Ma Thuột,Google,2026-02-06,2025-01-04,5.0,77916400.0,15583280.0,48.0,398.0,6.0,7.0,Innisfree,3038909.090909091,8370700.0,0.6,5.0
C00230,F,1994.0,Vũng Tàu,Facebook,2026-03-20,2025-02-27,4.0,53447498.0,13361874.5,6.0,386.0,5.0,10.0,Fahasa,1235111.111111111,6004246.666666667,0.5,4.0
C00231,M,1985.0,Vũng Tàu,,2025-12-31,2025-06-28,2.0,18125600.0,9062800.0,85.0,186.0,2.0,3.0,Sony,2317333.3333333335,10112000.0,1.0,2.0
C00232,M,1968.0,Huế,Google,2025-11-09,2025-03-22,3.0,37064750.0,12354916.666666666,137.0,232.0,4.0,5.0,TH True,1474857.142857143,5565857.142857143,0.6666666666666666,3.0
C00233,M,1997.0,Buôn Ma Thuột,Zalo,2024-12-03,2024-09-24,3.0,42166400.0,14055466.666666666,478.0,70.0,5.0,6.0,Adidas,2984285.714285714,6726857.142857143,0.6666666666666666,3.0
C00234,M,1993.0,Huế,Zalo,2024-11-27,2024-04-16,4.0,35882550.0,8970637.5,484.0,225.0,4.0,5.0,Local Brand,1642000.0,6270500.0,0.75,4.0
C00235,F,1983.0,Nha Trang,Shopee,2026-03-11,2024-06-10,7.0,99790900.0,14255842.857142856,15.0,639.0,5.0,9.0,Generic,2635285.714285714,7953857.142857143,0.42857142857142855,7.0
C00236,M,2005.0,Buôn Ma Thuột,Walk-in,2026-02-14,2024-09-26,7.0,125270868.0,17895838.285714287,40.0,506.0,5.0,12.0,Vinamilk,2932117.6470588236,8483688.75,0.5714285714285714,7.0
C00237,F,1971.0,Bắc Ninh,Shopee,2026-01-16,2024-10-12,6.0,57506450.0,9584408.333333334,69.0,461.0,5.0,6.0,Samsung,2220500.0,8869875.0,0.5,6.0
C00238,F,2003.0,Đà Nẵng,Walk-in,2025-05-19,2024-12-05,5.0,187321400.0,37464280.0,311.0,165.0,6.0,8.0,Local Brand,3963166.6666666665,15747666.666666666,0.2,5.0
C00239,M,1987.0,Cần Thơ,Shopee,2025-05-19,2023-09-18,6.0,106357000.0,17726166.666666668,311.0,609.0,5.0,8.0,Zara,2108272.727272727,10813181.818181818,0.3333333333333333,6.0
C00240,M,1984.0,Bắc Ninh,Shopee,2023-12-08,2023-12-08,1.0,236599.99999999997,236599.99999999997,839.0,0.0,1.0,1.0,LG,169000.0,338000.0,1.0,1.0
C00241,F,1973.0,Buôn Ma Thuột,Google,2026-02-28,2025-07-21,5.0,105328750.0,21065750.0,26.0,222.0,4.0,5.0,Baseus,3991333.3333333335,18994500.0,0.4,5.0
C00242,F,1997.0,Biên Hòa,Facebook,2026-03-21,2025-07-27,5.0,72562200.0,14512440.0,5.0,237.0,6.0,10.0,Generic,2375176.470588235,5236750.0,0.4,5.0
C00243,F,1976.0,Hải Phòng,Walk-in,2026-02-24,2025-02-10,4.0,39104250.0,9776062.5,30.0,379.0,6.0,7.0,Generic,1241090.9090909092,4712727.2727272725,1.0,4.0
C00244,M,1979.0,Đà Nẵng,Zalo,2026-01-16,2024-11-08,7.0,141229950.0,20175707.14285714,69.0,434.0,5.0,10.0,Anker,3790363.6363636362,14266272.727272727,0.5714285714285714,7.0
C00245,F,1986.0,Bắc Ninh,Facebook,2025-12-06,2023-11-08,7.0,81279200.0,11611314.285714285,110.0,759.0,5.0,7.0,Sony,1243333.3333333333,9147555.555555556,0.5714285714285714,7.0
C00246,Unknown,2004.0,Đà Nẵng,Shopee,2026-02-17,2025-04-14,5.0,205639400.0,41127880.0,37.0,309.0,6.0,8.0,Local Brand,3131428.5714285714,16037571.42857143,0.8,5.0
C00247,M,1976.0,Thủ Đức,Zalo,2026-03-25,2024-07-18,5.0,21740750.0,4348150.0,1.0,615.0,4.0,7.0,Adidas,1341714.2857142857,3205428.5714285714,0.6,5.0
C00248,F,1967.0,Nha Trang,Walk-in,2026-03-04,2025-06-29,4.0,49412472.0,12353118.0,22.0,248.0,6.0,6.0,Local Brand,2963800.0,9882952.0,0.5,4.0
C00249,M,1993.0,Vũng Tàu,Referral,2026-02-20,2025-04-23,8.0,108758100.0,13594762.5,34.0,303.0,6.0,12.0,Local Brand,3044800.0,8917285.714285715,0.5,8.0
C00250,M,1999.0,Hải Phòng,Referral,2025-12-24,2025-04-28,6.0,87647450.0,14607908.333333334,92.0,240.0,6.0,6.0,Anker,3867363.6363636362,8453000.0,0.5,6.0
C00251,M,1988.0,Buôn Ma Thuột,Website,,,,,,,,,,,,,,
C00252,,1986.0,Bắc Ninh,Shopee,2025-07-20,2025-02-27,3.0,156833850.0,52277950.0,249.0,143.0,4.0,6.0,Local Brand,3295666.6666666665,20391333.333333332,0.6666666666666666,3.0
C00253,M,1986.0,Đà Nẵng,Referral,2026-01-13,2024-05-26,2.0,14499000.0,7249500.0,72.0,597.0,3.0,3.0,Local Brand,1345500.0,4187500.0,0.5,2.0
C00254,F,1988.0,Bắc Ninh,Google,2024-10-16,2024-10-16,1.0,20404000.0,20404000.0,526.0,0.0,2.0,3.0,Nike,3272333.3333333335,6801333.333333333,0.0,1.0
C00255,M,1983.0,TP.HCM,Zalo,,,,,,,,,,,,,,
C00256,F,1997.0,Đà Nẵng,Shopee,2026-03-17,2024-12-06,5.0,73055750.0,14611150.0,9.0,466.0,5.0,6.0,Samsung,2261555.5555555555,9628666.666666666,0.4,5.0
C00257,M,1993.0,Biên Hòa,Facebook,2026-03-25,2024-01-08,6.0,150727700.0,25121283.333333332,1.0,807.0,6.0,11.0,Local Brand,4714866.666666667,10781000.0,0.3333333333333333,6.0
C00258,,1990.0,Bắc Ninh,Walk-in,2026-03-10,2024-08-23,5.0,195653000.0,39130600.0,16.0,564.0,4.0,7.0,Xiaomi,3414500.0,14181428.57142857,0.2,5.0
C00259,F,1970.0,Biên Hòa,TikTok,2026-03-10,2024-11-23,4.0,23471400.0,5867850.0,16.0,472.0,5.0,8.0,Panasonic,923200.0,3305666.6666666665,0.75,4.0
C00260,F,1971.0,Thủ Đức,Walk-in,2025-01-27,2024-01-03,3.0,86961000.0,28987000.0,423.0,390.0,4.0,4.0,LOréal,3727000.0,17392200.0,0.0,3.0
C00261,M,1967.0,,Website,2025-06-21,2023-12-17,4.0,8159200.0,2039800.0,278.0,552.0,4.0,5.0,Panasonic,803500.0,1555500.0,0.5,4.0
C00262,M,1995.0,Huế,Facebook,2026-03-24,2025-09-12,4.0,19174000.0,4793500.0,2.0,193.0,5.0,6.0,Innisfree,1442750.0,4840250.0,0.25,4.0
C00263,M,1981.0,Hải Phòng,Zalo,2025-10-17,2023-08-24,6.0,96480650.0,16080108.333333334,160.0,785.0,5.0,10.0,Samsung,5378000.0,9698735.0,0.3333333333333333,6.0
C00264,F,1972.0,Khác,Referral,2025-08-02,2025-08-02,1.0,16290000.0,16290000.0,236.0,0.0,1.0,1.0,Xiaomi,3258000.0,16290000.0,0.0,1.0
C00265,F,1972.0,Hà Nội,TikTok,2026-03-12,2026-02-25,2.0,46038900.0,23019450.0,14.0,15.0,4.0,4.0,Generic,3921000.0,18025000.0,0.5,2.0
C00266,F,1969.0,TP.HCM,Website,2025-09-09,2024-10-15,6.0,90917750.0,15152958.333333334,198.0,329.0,5.0,9.0,Local Brand,2057750.0,8741666.666666666,0.5,6.0
C00267,M,2005.0,Bắc Ninh,TikTok,2025-03-07,2025-03-07,1.0,19508250.0,19508250.0,384.0,0.0,2.0,2.0,Adidas,3422500.0,10267500.0,1.0,1.0
C00268,M,1983.0,Nha Trang,,2026-02-27,2025-06-29,7.0,160006300.0,22858042.85714286,27.0,243.0,6.0,12.0,Adidas,2285150.0,8819157.894736841,0.42857142857142855,7.0
C00269,F,1980.0,,,2025-12-07,2025-03-03,6.0,62625800.0,10437633.333333334,109.0,279.0,5.0,10.0,TH True,1654466.6666666667,4791533.333333333,0.8333333333333334,6.0
C00270,M,1998.0,Biên Hòa,Google,,,,,,,,,,,,,,
C00271,M,1989.0,Huế,Facebook,2025-01-24,2024-12-19,3.0,64788750.0,21596250.0,426.0,36.0,3.0,6.0,Anker,2983222.222222222,9598333.333333334,1.0,3.0
C00272,F,1988.0,Cần Thơ,Facebook,2025-11-03,2025-05-27,2.0,4278400.0,2139200.0,143.0,160.0,1.0,2.0,Innisfree,788000.0,2223500.0,0.5,2.0
C00273,M,1987.0,Hải Phòng,Google,2025-09-05,2024-08-09,5.0,33781460.0,6756292.0,202.0,392.0,6.0,11.0,Anker,1087416.6666666667,3492066.6666666665,0.8,5.0
C00274,F,1973.0,Hà Nội,Walk-in,2025-12-21,2025-08-06,5.0,52663500.0,10532700.0,95.0,137.0,5.0,8.0,Innisfree,2311166.6666666665,5977400.0,0.8,5.0
C00275,F,2006.0,Đà Nẵng,Website,2026-03-08,2025-06-07,2.0,797250.0,398625.0,18.0,274.0,2.0,2.0,Generic,106000.0,447000.0,0.5,2.0
C00276,F,2005.0,Đà Nẵng,Zalo,2025-12-29,2025-05-23,4.0,23343000.0,5835750.0,87.0,220.0,5.0,6.0,Generic,1101444.4444444445,2668222.222222222,0.25,4.0
C00277,F,1986.0,Cần Thơ,TikTok,2025-07-04,2024-01-12,4.0,56079400.0,14019850.0,265.0,539.0,3.0,5.0,Zara,3702833.3333333335,12523600.0,1.0,4.0
C00278,M,1967.0,Biên Hòa,Referral,2024-04-08,2024-04-08,1.0,135986000.0,135986000.0,717.0,0.0,3.0,3.0,H&M,9572333.333333334,45328666.666666664,0.0,1.0
C00279,F,1999.0,Huế,Referral,2026-03-05,2024-12-28,5.0,73699950.0,14739990.0,21.0,432.0,5.0,8.0,Generic,2442333.3333333335,8322111.111111111,0.8,5.0
