transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean
T000833,C00037,2025-02-10,S006,Momo,0.0,2025-02-10
T000834,C00742,2024-11-18,S009,Credit Card,0.0,2024-11-18
T000835,C00677,2024-10-18,S018,ZaloPay,0.0,2024-10-18
T000836,C00074,2026-01-08,S014,???,0.15,2026-01-08
T000837,C00767,2025-08-20,S023,ZaloPay,0.1,2025-08-20
T000838,C00775,2025-05-30,S022,,0.0,2025-05-30
T000839,C00065,2025-09-26,S011,VNPay,0.1,2025-09-26
T000840,C00667,2024-07-03,S011,VNPay,0.15,2024-07-03
T000841,C00233,2024-12-03,S022,Bank Transfer,0.0,2024-12-03
T000842,C00113,2026-02-22,S003,Momo,0.3,2026-02-22
T000843,C00227,2024-09-06,S023,ZaloPay,0.0,2024-09-06
T000844,C00368,2025-09-29,S017,???,0.0,2025-09-29
T000845,C00371,2025-10-04,S021,,0.2,2025-10-04
T000846,C00029,2025-06-14,S004,Bank Transfer,0.05,2025-06-14
T000847,C00041,2024-02-10,S022,Bank Transfer,0.0,2024-02-10
T000848,C00035,2025-04-30,S017,Cash,0.05,2025-04-30
T000849,C00618,2024-09-11,S013,,0.0,2024-09-11
T000850,C00206,2025-02-25,S018,Cash,0.25,2025-02-25
T000851,C00386,2025-02-13,S007,Momo,0.15,2025-02-13
T000852,C00092,2024-05-24,S008,ZaloPay,0.0,2024-05-24
T000853,C00094,2025-05-23,S008,,,2025-05-23
T000854,C00369,2025-03-29,S002,ZaloPay,0.0,2025-03-29
T000855,C00594,2025-01-31,S021,ZaloPay,0.0,2025-01-31
T000856,C00333,2024-07-30,S001,VNPay,0.3,2024-07-30
T000857,C00618,2026-01-19,S017,Momo,,2026-01-19
T000858,C00084,2025-09-01,S019,Momo,0.05,2025-09-01
T000859,C00674,2024-05-03,S017,Cash,0.05,2024-05-03
T000860,C00604,2025-09-13,S025,Momo,0.1,2025-09-13
T000861,C00040,2024-12-02,S011,Cash,0.25,2024-12-02
T000862,C00651,2025-09-30,S019,Credit Card,0.0,2025-09-30
T000863,C00431,2026-03-13,S025,ZaloPay,0.0,2026-03-13
T000864,C00419,2025-06-27,S011,Bank Transfer,0.2,2025-06-27
T000865,C00651,2026-02-05,S018,VNPay,0.0,2026-02-05
T000866,C00776,2025-06-08,S003,Credit Card,0.05,2025-06-08
T000867,C00483,2025-06-21,S017,Credit Card,0.0,2025-06-21
T000868,C00389,2024-02-18,S016,Bank Transfer,0.3,2024-02-18
T000869,C00769,2025-04-02,S022,ZaloPay,0.15,2025-04-02
T000870,C00193,2025-11-12,S010,Credit Card,0.25,2025-11-12
T000871,C00228,2024-08-29,S011,Bank Transfer,0.0,2024-08-29
T000872,C00023,2025-05-06,S005,Credit Card,0.0,2025-05-06
T000873,C00008,2026-01-16,S020,Momo,0.2,2026-01-16
T000874,C00236,2026-02-14,S012,Momo,0.0,2026-02-14
T000875,C00688,2025-04-25,S018,Credit Card,0.25,2025-04-25
T000876,C00034,2024-11-16,S019,Bank Transfer,0.0,2024-11-16
T000877,C00262,2026-03-24,S024,ZaloPay,0.25,2026-03-24
T000878,C00447,2023-12-25,S020,Momo,0.0,2023-12-25
T000879,C00427,2025-06-01,S005,Bank Transfer,0.1,2025-06-01
T000880,C00524,2025-06-26,S018,ZaloPay,0.05,2025-06-26
T000881,C00011,2024-12-05,S020,ZaloPay,0.0,2024-12-05
T000882,C00249,2025-06-23,S022,Bank Transfer,0.15,2025-06-23
T000883,C00047,2025-12-17,S015,VNPay,0.0,2025-12-17
T000884,C00218,2024-10-04,S013,Credit Card,0.0,2024-10-04
T000885,C00289,2025-09-20,S004,VNPay,0.0,2025-09-20
T000886,C00324,2025-09-15,S002,ZaloPay,0.3,2025-09-15
T000887,C00642,2025-12-10,S020,Bank Transfer,0.1,2025-12-10
T000888,C00115,2025-03-04,S023,VNPay,,2025-03-04
T000889,C00462,2024-11-29,S002,Credit Card,0.25,2024-11-29
T000890,C00291,2025-11-20,S022,,0.0,2025-11-20
T000891,C00086,2025-01-07,S013,Credit Card,0.25,2025-01-07
T000892,C00657,2025-07-20,S005,Credit Card,0.0,2025-07-20
T000893,C00096,2025-11-28,S001,VNPay,0.0,2025-11-28
T000894,C00165,2025-04-27,S019,Cash,0.0,2025-04-27
T000895,C00131,2025-02-17,S025,Credit Card,0.0,2025-02-17
T000896,C00093,2025-07-04,S008,,0.25,2025-07-04
T000897,C00212,2024-04-18,S009,Momo,0.2,2024-04-18
T000898,C00256,2025-07-20,S003,VNPay,0.0,2025-07-20
T000899,C00668,2026-02-01,S015,Credit Card,0.25,2026-02-01
T000900,C00090,2025-02-15,S014,ZaloPay,0.25,2025-02-15
T000901,C00538,2026-01-29,S003,ZaloPay,0.0,2026-01-29
T000902,C00665,2025-08-12,S022,Bank Transfer,0.0,2025-08-12
T000903,C00049,2026-02-04,S022,ZaloPay,0.0,2026-02-04
T000904,C00172,2024-10-27,S006,Credit Card,0.0,2024-10-27
T000905,C00003,2025-11-16,S015,ZaloPay,0.2,2025-11-16
T000906,C00363,2024-04-07,S008,ZaloPay,0.3,2024-04-07
T000907,C00258,2025-09-12,S019,Cash,0.2,2025-09-12
T000908,C00073,2024-06-09,S025,VNPay,0.0,2024-06-09
T000909,C00559,2025-05-16,S025,Unknown,0.0,2025-05-16
T000910,C00223,2024-09-28,S006,Cash,0.0,2024-09-28
T000911,C00032,2026-03-04,S005,Credit Card,0.0,2026-03-04
T000912,C00322,2024-11-19,S023,VNPay,,2024-11-19
T000913,C00170,2023-12-19,S013,,0.0,2023-12-19
T000914,C00298,2026-03-17,S016,Credit Card,0.0,2026-03-17
T000915,C00044,2024-02-15,S017,Bank Transfer,0.2,2024-02-15
T000916,C00039,2025-07-28,S014,,0.0,2025-07-28
T000917,C00367,2024-05-24,S002,Momo,0.05,2024-05-24
T000918,C00163,2026-01-08,S012,Credit Card,0.3,2026-01-08
T000919,C00017,2025-08-18,S019,VNPay,0.05,2025-08-18
T000920,C00326,2024-04-05,S014,Bank Transfer,0.0,2024-04-05
T000921,C00363,2024-07-01,S023,Momo,0.15,2024-07-01
T000922,C00044,2025-10-10,S023,Credit Card,0.0,2025-10-10
T000923,C00141,2026-02-22,S004,Unknown,0.1,2026-02-22
T000924,C00044,2024-12-13,S022,VNPay,0.0,2024-12-13
T000925,C00349,2025-02-15,S011,Cash,0.25,2025-02-15
T000926,C00393,2025-08-19,S024,Credit Card,0.0,2025-08-19
T000927,C00094,2026-01-24,S005,ZaloPay,0.05,2026-01-24
T000928,C00245,2025-12-06,S024,Bank Transfer,0.15,2025-12-06
T000929,C00048,2025-03-14,S002,Credit Card,0.2,2025-03-14
T000930,C00784,2025-06-25,S010,Cash,0.05,2025-06-25
T000931,C00716,2025-09-13,S017,VNPay,0.0,2025-09-13
T000932,C00089,2025-08-23,S025,Bank Transfer,0.0,2025-08-23
T000933,C00024,2025-05-16,S022,Credit Card,0.0,2025-05-16
T000934,C00054,2024-09-30,S022,ZaloPay,0.0,2024-09-30
T000935,C00726,2024-09-05,S011,Credit Card,0.0,2024-09-05
T000936,C00079,2026-01-30,S010,ZaloPay,,2026-01-30
T000937,C00407,2025-05-27,S011,Momo,0.0,2025-05-27
T000938,C00090,2026-01-15,S006,Unknown,0.05,2026-01-15
T000939,C00161,2025-02-06,S021,ZaloPay,0.15,2025-02-06
T000940,C00392,2025-05-28,S012,ZaloPay,0.0,2025-05-28
T000941,C00080,2024-04-21,S019,???,0.2,2024-04-21
T000942,C00132,2025-02-12,S025,VNPay,0.15,2025-02-12
T000943,C00184,2024-10-19,S004,Momo,0.0,2024-10-19
T000944,C00111,2026-01-13,S006,ZaloPay,0.3,2026-01-13
T000945,C00263,2025-10-17,S011,VNPay,0.0,2025-10-17
T000946,C00236,2025-09-30,S013,ZaloPay,0.1,2025-09-30
T000947,C00736,2025-01-22,S006,Bank Transfer,0.05,2025-01-22
T000948,C00162,2026-02-06,S020,Bank Transfer,0.3,2026-02-06
T000949,C00310,2025-11-04,S001,Bank Transfer,0.2,2025-11-04
T000950,C00483,2025-10-25,S015,Credit Card,0.3,2025-10-25
T000951,C00009,2025-07-25,S001,Bank Transfer,0.2,2025-07-25
T000952,C00177,2026-01-09,S020,Momo,0.0,2026-01-09
T000953,C00156,2025-03-31,S001,Bank Transfer,0.25,2025-03-31
T000954,C00534,2025-08-14,S023,VNPay,0.0,2025-08-14
T000955,C00092,2025-05-06,S017,ZaloPay,0.25,2025-05-06
T000956,C00789,2025-07-30,S019,Credit Card,0.3,2025-07-30
T000957,C00193,2025-10-02,S008,ZaloPay,0.0,2025-10-02
T000958,C00158,2026-02-12,S015,Credit Card,0.1,2026-02-12
T000959,C00058,2025-06-10,S023,Momo,0.2,2025-06-10
T000960,C00037,2025-05-26,S001,Bitcoin,0.0,2025-05-26
T000961,C00346,2025-08-30,S022,Momo,0.0,2025-08-30
T000962,C00699,2023-12-28,S010,Cash,0.2,2023-12-28
T000963,C00385,2026-01-18,S013,Momo,0.2,2026-01-18
T000964,C00389,2024-03-25,S016,,0.1,2024-03-25
T000965,C00029,2025-06-04,S005,Credit Card,0.2,2025-06-04
T000966,C00127,2025-12-20,S024,VNPay,0.0,2025-12-20
T000967,C00259,2025-07-28,S018,Bank Transfer,0.3,2025-07-28
T000968,C00103,2024-09-25,S024,VNPay,0.3,2024-09-25
T000969,C00078,2025-09-01,S009,Cash,0.0,2025-09-01
T000970,C00098,2025-12-19,S019,Cash,0.1,2025-12-19
T000971,C00011,2024-11-18,S016,Bank Transfer,0.0,2024-11-18
T000972,C00347,2025-09-10,S025,Bank Transfer,0.0,2025-09-10
T000973,C00373,2025-09-16,S021,VNPay,0.0,2025-09-16
T000974,C00036,2025-10-27,S022,ZaloPay,0.15,2025-10-27
T000975,C00098,2025-09-21,S014,Bank Transfer,0.0,2025-09-21
T000976,C00065,2025-10-18,S010,ZaloPay,0.15,2025-10-18
T000977,C00508,2026-01-01,S019,Momo,0.0,2026-01-01
T000978,C00713,2025-07-13,S022,VNPay,0.0,2025-07-13
T000979,C00642,2025-07-29,S010,Momo,0.0,2025-07-29
T000980,C00562,2024-09-01,S015,Bank Transfer,0.05,2024-09-01
T000981,C00091,2025-07-09,S007,ZaloPay,0.25,2025-07-09
T000982,C00055,2024-05-11,S013,VNPay,0.15,2024-05-11
T000983,C00346,2025-05-26,S009,Credit Card,0.0,2025-05-26
T000984,C00078,2025-03-04,S019,Cash,0.0,2025-03-04
T000985,C00119,2024-08-27,S010,Credit Card,0.1,2024-08-27
T000986,C00776,2025-07-02,S014,VNPay,0.0,2025-07-02
T000987,C00032,2026-03-13,S011,VNPay,0.15,2026-03-13
T000988,C00192,2025-07-12,S025,VNPay,0.3,2025-07-12
T000989,C00629,2025-05-21,S024,Momo,0.0,2025-05-21
T000990,C00083,2025-11-07,S014,Bank Transfer,0.05,2025-11-07
T000991,C00073,2024-02-20,S014,ZaloPay,0.15,2024-02-20
T000992,C00009,2025-05-19,S024,Cash,0.2,2025-05-19
T000993,C00445,2025-07-26,S019,VNPay,,2025-07-26
T000994,C00198,2025-11-05,S021,Momo,0.0,2025-11-05
T000995,C00342,2025-08-21,S001,ZaloPay,0.2,2025-08-21
T000996,C00410,2025-03-15,S001,Bank Transfer,0.0,2025-03-15
T000997,C00288,2026-02-03,S018,VNPay,0.25,2026-02-03
T000998,C00506,2025-03-15,S010,Cash,0.0,2025-03-15
T000999,C00421,2025-02-10,S025,Momo,0.15,2025-02-10
T001000,C00224,2025-05-27,S010,,0.05,2025-05-27
T001001,C00049,2025-09-09,S001,Momo,0.3,2025-09-09
T001002,C00325,2024-04-05,S007,,0.05,2024-04-05
T001003,C00660,2026-02-03,S019,Cash,0.15,2026-02-03
T001004,C00063,2025-10-26,S024,VNPay,0.0,2025-10-26
T001005,C00660,2025-09-30,S012,VNPay,0.0,2025-09-30
T001006,C00049,2025-07-26,S014,ZaloPay,0.0,2025-07-26
T001007,C00734,2025-07-06,S010,Cash,0.3,2025-07-06
T001008,C00286,2024-09-22,S002,Momo,0.0,2024-09-22
T001009,C00089,2025-06-08,S016,Bank Transfer,0.0,2025-06-08
T001010,C00054,2025-07-24,S006,Credit Card,0.0,2025-07-24
T001011,C00457,2024-10-04,S006,Credit Card,0.1,2024-10-04
T001012,C00004,2025-05-10,S011,Cash,0.1,2025-05-10
T001013,C00002,2025-07-29,S012,Bank Transfer,0.0,2025-07-29
T001014,C00727,2025-04-29,S001,Bank Transfer,0.1,2025-04-29
T001015,C00079,2025-01-22,S022,Bank Transfer,0.1,2025-01-22
T001016,C00194,2025-09-11,S008,Credit Card,0.0,2025-09-11
T001017,C00454,2025-02-14,S008,Momo,0.0,2025-02-14
T001018,C00357,2026-01-17,S022,VNPay,0.15,2026-01-17
T001019,C00468,2025-08-10,S011,VNPay,0.0,2025-08-10
T001020,C00408,2025-11-05,S005,Momo,0.0,2025-11-05
T001021,C00074,2026-01-28,S016,Credit Card,0.0,2026-01-28
T001022,C00230,2026-01-03,S015,Bank Transfer,0.0,2026-01-03
T001023,C00634,2025-08-13,S022,ZaloPay,0.25,2025-08-13
T001024,C00047,2025-11-18,S014,VNPay,0.0,2025-11-18
T001025,C00059,2024-06-09,S004,ZaloPay,0.15,2024-06-09
T001026,C00056,2024-08-28,S018,Credit Card,0.15,2024-08-28
T001027,C00514,2025-03-20,S025,VNPay,,2025-03-20
T001028,C00392,2025-01-17,S017,Momo,,2025-01-17
T001029,C00013,2025-05-15,S022,VNPay,0.25,2025-05-15
T001030,C00224,2025-03-30,S009,Momo,0.05,2025-03-30
T001031,C00039,2025-07-19,S001,,0.0,2025-07-19
T001032,C00106,2025-09-15,S006,,0.0,2025-09-15
T001033,C00464,2025-01-17,S024,,0.0,2025-01-17
T001034,C00014,2026-01-10,S025,ZaloPay,0.2,2026-01-10
T001035,C00353,2025-01-02,S005,ZaloPay,0.3,2025-01-02
T001036,C00115,2025-02-11,S009,ZaloPay,0.25,2025-02-11
T001037,C00091,2025-11-29,S023,Credit Card,0.0,2025-11-29
T001038,C00094,2026-03-19,S020,Momo,0.0,2026-03-19
T001039,C00776,2025-08-22,S009,Bank Transfer,0.25,2025-08-22
T001040,C00104,2024-05-04,S016,ZaloPay,0.2,2024-05-04
T001041,C00763,2025-04-07,S016,Bank Transfer,0.2,2025-04-07
T001042,C00316,2025-04-30,S002,VNPay,0.0,2025-04-30
T001043,C00523,2025-10-31,S012,VNPay,0.25,2025-10-31
T001044,C00052,2025-09-17,S021,Credit Card,0.05,2025-09-17
T001045,C00289,2025-08-12,S004,Credit Card,0.05,2025-08-12
T001046,C00101,2025-06-20,S002,Gold,0.1,2025-06-20
T001047,C00800,2025-12-15,S006,Momo,0.0,2025-12-15
T001048,C00064,2024-08-11,S021,Momo,0.05,2024-08-11
T001049,C00487,2024-12-16,S011,Credit Card,0.0,2024-12-16
T001050,C00324,2025-09-15,S020,Momo,0.0,2025-09-15
T001051,C00328,2025-03-21,S009,Momo,0.3,2025-03-21
T001052,C00118,2024-02-14,S013,ZaloPay,0.3,2024-02-14
T001053,C00141,2025-04-01,S008,ZaloPay,0.0,2025-04-01
T001054,C00089,2025-09-22,S008,Bank Transfer,0.0,2025-09-22
T001055,C00219,2025-02-21,S014,VNPay,,2025-02-21
T001056,C00599,2024-05-28,S024,Momo,0.3,2024-05-28
T001057,C00089,2025-10-31,S005,Momo,0.3,2025-10-31
T001058,C00660,2025-09-29,S023,Momo,0.15,2025-09-29
T001059,C00045,2026-03-15,S023,,0.15,2026-03-15
T001060,C00154,2024-07-31,S006,ZaloPay,0.15,2024-07-31
T001061,C00476,2026-03-02,S003,Credit Card,0.0,2026-03-02
T001062,C00372,2026-02-25,S014,Bank Transfer,0.0,2026-02-25
T001063,C00090,2025-01-02,S022,Momo,0.0,2025-01-02
T001064,C00001,2024-07-17,S020,???,0.3,2024-07-17
T001065,C00392,2026-01-01,S014,Momo,,2026-01-01
T001066,C00374,2023-10-15,S024,Cash,0.0,2023-10-15
T001067,C00596,2025-09-06,S023,Momo,0.0,2025-09-06
T001068,C00656,2025-04-09,S003,Bank Transfer,0.0,2025-04-09
T001069,C00669,2024-05-01,S009,Cash,,2024-05-01
T001070,C00068,2024-10-01,S001,Bank Transfer,0.0,2024-10-01
T001071,C00691,2025-03-20,S019,Credit Card,0.0,2025-03-20
T001072,C00088,2025-11-29,S005,VNPay,0.0,2025-11-29
T001073,C00211,2024-03-01,S017,,0.1,2024-03-01
T001074,C00456,2024-11-14,S012,VNPay,0.2,2024-11-14
T001075,C00293,2026-01-31,S015,ZaloPay,0.05,2026-01-31
T001076,C00652,2026-03-24,S007,Credit Card,0.05,2026-03-24
T001077,C00067,2025-06-12,S003,VNPay,0.15,2025-06-12
T001078,C00730,2025-04-17,S007,Momo,0.0,2025-04-17
T001079,C00063,2025-08-29,S001,ZaloPay,0.0,2025-08-29
T001080,C00101,2025-05-13,S025,VNPay,0.25,2025-05-13
T001081,C00497,2025-03-02,S003,VNPay,0.2,2025-03-02
T001082,C00145,2025-08-27,S010,Momo,0.0,2025-08-27
T001083,C00143,2024-06-17,S007,Momo,0.1,2024-06-17
T001084,C00506,2025-01-08,S023,Cash,0.0,2025-01-08
T001085,C00591,2024-06-15,S013,Momo,0.0,2024-06-15
T001086,C00279,2026-03-05,S007,ZaloPay,0.25,2026-03-05
T001087,C00332,2024-12-06,S013,Bank Transfer,0.0,2024-12-06
T001088,C00180,2025-12-23,S006,Credit Card,0.0,2025-12-23
T001089,C00266,2025-04-27,S019,Cash,0.0,2025-04-27
T001090,C00685,2024-05-22,S016,Bank Transfer,0.0,2024-05-22
T001091,C00178,2025-03-10,S008,Momo,0.05,2025-03-10
T001092,C00194,2025-07-09,S015,VNPay,,2025-07-09
T001093,C00772,2024-01-16,S011,Cash,0.2,2024-01-16
T001094,C00529,2024-11-09,S006,Credit Card,,2024-11-09
T001095,C00038,2023-09-03,S017,Credit Card,0.0,2023-09-03
T001096,C00345,2026-01-23,S001,Momo,0.0,2026-01-23
T001097,C00041,2024-02-08,S002,Credit Card,0.25,2024-02-08
T001098,C00285,2024-12-29,S012,Credit Card,0.0,2024-12-29
T001099,C00073,2025-02-18,S002,Credit Card,0.2,2025-02-18
T001100,C00158,2026-01-12,S001,VNPay,0.1,2026-01-12
T001101,C00319,2026-03-13,S015,VNPay,0.0,2026-03-13
T001102,C00199,2025-06-04,S015,Credit Card,0.0,2025-06-04
T001103,C00210,2024-09-22,S013,ZaloPay,0.0,2024-09-22
T001104,C00053,2026-02-02,S023,ZaloPay,0.0,2026-02-02
T001105,C00352,2026-03-22,S015,,0.05,2026-03-22
T001106,C00052,2025-08-26,S005,Momo,0.15,2025-08-26
T001107,C00220,2025-11-18,S024,Momo,0.2,2025-11-18
T001108,C00610,2025-10-26,S012,Bank Transfer,0.0,2025-10-26
T001109,C00274,2025-12-01,S025,Cash,0.05,2025-12-01
T001110,C00057,2025-10-04,S001,,0.05,2025-10-04
T001111,C00749,2026-02-26,S019,VNPay,0.0,2026-02-26
T001112,C00467,2025-12-08,S025,Bank Transfer,0.0,2025-12-08
T001113,C00154,2024-07-30,S003,Credit Card,,2024-07-30
T001114,C00558,2025-08-18,S003,ZaloPay,,2025-08-18
T001115,C00269,2025-04-11,S010,Credit Card,0.15,2025-04-11
T001116,C00361,2025-05-19,S023,Credit Card,0.3,2025-05-19
T001117,C00470,2024-11-30,S013,Bank Transfer,0.05,2024-11-30
T001118,C00700,2024-12-07,S019,Cash,0.1,2024-12-07
T001119,C00018,2025-09-19,S020,Bank Transfer,0.25,2025-09-19
T001120,C00103,2024-04-07,S016,Bank Transfer,0.2,2024-04-07
T001121,C00036,2024-04-25,S017,Momo,,2024-04-25
T001122,C00277,2024-11-05,S009,Momo,0.05,2024-11-05
T001123,C00355,2025-02-02,S022,VNPay,0.0,2025-02-02
T001124,C00116,2024-09-03,S016,Cash,0.05,2024-09-03
T001125,C00618,2025-12-13,S014,Momo,0.0,2025-12-13
T001126,C00257,2026-03-25,S003,Credit Card,0.1,2026-03-25
T001127,C00023,2024-03-17,S012,VNPay,0.0,2024-03-17
T001128,C00081,2025-11-17,S015,VNPay,0.0,2025-11-17
T001129,C00096,2025-09-25,S003,Credit Card,0.0,2025-09-25
T001130,C00081,2024-08-25,S017,Credit Card,0.1,2024-08-25
T001131,C00380,2024-05-14,S001,Momo,0.0,2024-05-14
T001132,C00759,2024-07-20,S004,Momo,0.0,2024-07-20
T001133,C00082,2025-07-11,S019,,0.2,2025-07-11
T001134,C00392,2025-11-24,S001,ZaloPay,,2025-11-24
T001135,C00045,2024-07-24,S024,ZaloPay,0.2,2024-07-24
T001136,C00154,2025-04-03,S019,Momo,0.3,2025-04-03
T001137,C00366,2025-08-14,S012,Bank Transfer,0.0,2025-08-14
T001138,C00498,2025-02-14,S008,Credit Card,,2025-02-14
T001139,C00193,2025-06-24,S024,Cash,0.05,2025-06-24
T001140,C00002,2026-03-10,S014,Momo,0.0,2026-03-10
T001141,C00020,2025-08-06,S009,Cash,0.0,2025-08-06
T001142,C00063,2025-12-26,S020,Bank Transfer,0.1,2025-12-26
T001143,C00042,2025-10-24,S023,Momo,0.2,2025-10-24
T001144,C00614,2023-09-18,S016,VNPay,0.0,2023-09-18
T001145,C00340,2024-03-03,S020,Momo,0.2,2024-03-03
T001146,C00363,2023-08-11,S003,ZaloPay,0.1,2023-08-11
T001147,C00290,2024-12-23,S023,Momo,0.0,2024-12-23
T001148,C00242,2025-11-28,S008,Bank Transfer,0.2,2025-11-28
T001149,C00063,2025-10-25,S015,Momo,0.3,2025-10-25
T001150,C00235,2024-06-10,S021,ZaloPay,0.0,2024-06-10
T001151,C00649,2025-05-13,S011,Credit Card,0.25,2025-05-13
T001152,C00102,2025-01-18,S013,Credit Card,0.3,2025-01-18
T001153,C00004,2026-03-21,S021,Credit Card,0.05,2026-03-21
T001154,C00476,2026-01-03,S015,Bank Transfer,0.05,2026-01-03
T001155,C00091,2025-11-12,S020,Momo,,2025-11-12
T001156,C00041,2024-11-04,S024,Cash,0.15,2024-11-04
T001157,C00418,2025-03-30,S021,VNPay,0.0,2025-03-30
T001158,C00188,2024-08-22,S016,Credit Card,0.0,2024-08-22
T001159,C00241,2025-09-20,S003,ZaloPay,0.0,2025-09-20
T001160,C00009,2025-11-02,S016,Cash,0.15,2025-11-02
T001161,C00166,2024-12-12,S007,Credit Card,0.0,2024-12-12
T001162,C00083,2026-03-21,S022,Credit Card,0.0,2026-03-21
T001163,C00030,2024-09-26,S005,ZaloPay,0.15,2024-09-26
T001164,C00269,2025-03-03,S016,VNPay,0.25,2025-03-03
T001165,C00030,2025-09-24,S019,Momo,0.0,2025-09-24
T001166,C00661,2025-09-02,S006,Credit Card,0.0,2025-09-02
T001167,C00048,2025-07-15,S017,Credit Card,0.0,2025-07-15
T001168,C00602,2025-06-12,S004,Bank Transfer,0.0,2025-06-12
T001169,C00383,2025-09-14,S025,Credit Card,0.0,2025-09-14
T001170,C00014,2024-11-03,S024,Bank Transfer,0.0,2024-11-03
T001171,C00556,2025-09-28,S012,Momo,,2025-09-28
T001172,C00571,2025-11-15,S007,Bank Transfer,0.3,2025-11-15
T001173,C00709,2025-06-16,S025,ZaloPay,0.1,2025-06-16
T001174,C00416,2024-09-20,S020,,0.0,2024-09-20
T001175,C00337,2026-03-16,S024,,0.0,2026-03-16
T001176,C00034,2025-03-01,S015,Bitcoin,0.0,2025-03-01
T001177,C00015,2025-05-17,S003,VNPay,0.1,2025-05-17
T001178,C00087,2023-12-08,S013,Bank Transfer,0.0,2023-12-08
T001179,C00127,2025-04-18,S019,Cash,0.25,2025-04-18
T001180,C00413,2025-04-27,S022,Momo,0.0,2025-04-27
T001181,C00145,2025-08-16,S010,Bank Transfer,0.0,2025-08-16
T001182,C00085,2026-01-11,S012,VNPay,0.15,2026-01-11
T001183,C00052,2024-12-07,S012,ZaloPay,0.0,2024-12-07
T001184,C00329,2025-09-22,S012,VNPay,0.0,2025-09-22
T001185,C00351,2025-08-16,S025,Credit Card,0.25,2025-08-16
T001186,C00397,2026-02-14,S021,Momo,0.3,2026-02-14
T001187,C00506,2025-10-21,S023,,0.0,2025-10-21
T001188,C00205,2025-08-02,S024,,0.25,2025-08-02
T001189,C00322,2025-11-27,S008,Bank Transfer,0.0,2025-11-27
T001190,C00157,2025-08-04,S023,ZaloPay,0.0,2025-08-04
T001191,C00498,2023-08-18,S001,ZaloPay,0.0,2023-08-18
T001192,C00181,2024-08-15,S014,Bank Transfer,0.25,2024-08-15
T001193,C00365,2026-03-20,S021,Bank Transfer,0.0,2026-03-20
T001194,C00795,2025-02-17,S004,VNPay,0.3,2025-02-17
T001195,C00063,2025-02-03,S025,Momo,,2025-02-03
T001196,C00093,2024-11-27,S023,ZaloPay,0.1,2024-11-27
T001197,C00361,2025-06-10,S002,VNPay,0.0,2025-06-10
T001198,C00088,2025-11-22,S005,Credit Card,0.25,2025-11-22
T001199,C00036,2025-10-31,S023,Bank Transfer,0.05,2025-10-31
T001200,C00058,2025-03-04,S010,Momo,0.0,2025-03-04
T001201,C00020,2025-05-27,S003,Bank Transfer,0.1,2025-05-27
T001202,C00096,2025-09-20,S021,Credit Card,0.05,2025-09-20
T001203,C00699,2024-03-20,S016,ZaloPay,,2024-03-20
T001204,C00078,2024-03-09,S019,ZaloPay,0.1,2024-03-09
T001205,C00068,2025-10-09,S023,Bank Transfer,0.25,2025-10-09
T001206,C00337,2025-01-25,S003,ZaloPay,0.0,2025-01-25
T001207,C00471,2024-04-26,S004,Credit Card,0.0,2024-04-26
T001208,C00365,2025-01-26,S003,Bank Transfer,0.2,2025-01-26
T001209,C00039,2025-12-28,S005,ZaloPay,0.0,2025-12-28
T001210,C00458,2025-05-15,S017,Bank Transfer,0.2,2025-05-15
T001211,C00646,2024-04-19,S007,Bank Transfer,0.25,2024-04-19
T001212,C00017,2024-08-12,S017,ZaloPay,0.0,2024-08-12
T001213,C00247,2025-12-15,S021,ZaloPay,0.05,2025-12-15
T001214,C00800,2025-04-18,S013,ZaloPay,0.0,2025-04-18
T001215,C00186,2026-02-10,S016,VNPay,0.05,2026-02-10
T001216,C00009,2025-05-24,S018,,,2025-05-24
T001217,C00295,2025-10-17,S010,Momo,0.2,2025-10-17
T001218,C00318,2025-03-11,S025,Gold,0.1,2025-03-11
T001219,C00249,2025-09-07,S021,???,0.0,2025-09-07
T001220,C00116,2026-02-24,S011,Bank Transfer,0.0,2026-02-24
T001221,C00055,2025-04-17,S022,VNPay,,2025-04-17
T001222,C00285,2026-01-22,S007,VNPay,0.1,2026-01-22
T001223,C00226,2025-08-04,S020,Bank Transfer,0.0,2025-08-04
T001224,C00295,2025-01-02,S005,Credit Card,0.2,2025-01-02
T001225,C00104,2025-01-17,S009,Bank Transfer,0.1,2025-01-17
T001226,C00336,2024-07-08,S007,Bank Transfer,0.0,2024-07-08
T001227,C00024,2025-06-25,S004,Credit Card,0.0,2025-06-25
T001228,C00186,2025-11-14,S004,Credit Card,0.0,2025-11-14
T001229,C00080,2024-08-12,S024,ZaloPay,0.0,2024-08-12
T001230,C00683,2026-02-20,S012,Momo,0.0,2026-02-20
T001231,C00488,2024-04-15,S013,VNPay,,2024-04-15
T001232,C00095,2025-05-25,S020,Credit Card,0.1,2025-05-25
T001233,C00209,2025-06-26,S008,Credit Card,0.0,2025-06-26
T001234,C00318,2025-05-28,S015,Cash,0.0,2025-05-28
T001235,C00785,2023-10-07,S013,ZaloPay,0.15,2023-10-07
T001236,C00389,2024-08-22,S011,ZaloPay,0.0,2024-08-22
T001237,C00057,2025-10-04,S020,Momo,0.0,2025-10-04
T001238,C00750,2024-01-08,S013,Momo,0.05,2024-01-08
