transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean,gross_amount,total_amount
T000633,C00093,2025-09-04,S014,Bank Transfer,0.0,2025-09-04,516000.0,516000.0
T000634,C00111,2025-03-23,S006,ZaloPay,0.2,2025-03-23,3843000.0,3074400.0
T000635,C00021,2025-12-23,S006,Bank Transfer,0.25,2025-12-23,6517000.0,4887750.0
T000636,C00327,2025-12-22,S004,,0.15,2025-12-22,24805000.0,21084250.0
T000637,C00050,2024-03-06,S001,Credit Card,0.0,2024-03-06,838000.0,838000.0
T000638,C00538,2026-03-15,S005,Credit Card,0.0,2026-03-15,23365000.0,23365000.0
T000639,C00294,2023-11-13,S023,Credit Card,0.0,2023-11-13,1340000.0,1340000.0
T000640,C00484,2025-01-07,S010,Credit Card,0.1,2025-01-07,593000.0,533700.0
T000641,C00257,2025-03-11,S021,Credit Card,0.0,2025-03-11,99935000.0,99935000.0
T000642,C00029,2025-04-13,S001,Bank Transfer,0.05,2025-04-13,8970000.0,8521500.0
T000643,C00177,2024-12-29,S008,ZaloPay,0.0,2024-12-29,3822000.0,3822000.0
T000644,C00212,2025-05-23,S014,VNPay,0.0,2025-05-23,20238000.0,20238000.0
T000645,C00014,2025-08-31,S009,Momo,0.25,2025-08-31,2176000.0,1632000.0
T000646,C00477,2025-03-02,S025,Credit Card,0.0,2025-03-02,4817000.0,4817000.0
T000647,C00042,2024-12-26,S005,,0.05,2024-12-26,3716000.0,3530200.0
T000648,C00332,2025-12-08,S020,Momo,0.0,2025-12-08,2372000.0,2372000.0
T000649,C00375,2025-05-26,S018,Bank Transfer,0.1,2025-05-26,1299000.0,1169100.0
T000650,C00336,2025-05-23,S017,VNPay,0.3,2025-05-23,1257000.0,879900.0
T000651,C00001,2024-06-10,S007,VNPay,0.0,2024-06-10,3890000.0,3890000.0
T000652,C00799,2025-10-06,S005,Momo,0.1,2025-10-06,4022000.0,3619800.0
T000653,C00429,2025-02-26,S024,VNPay,0.0,2025-02-26,21539000.0,21539000.0
T000654,C00158,2025-12-15,S016,Cash,0.0,2025-12-15,2355000.0,2355000.0
T000655,C00002,2025-11-05,S019,Credit Card,0.0,2025-11-05,734000.0,734000.0
T000656,C00274,2025-08-14,S016,Momo,0.3,2025-08-14,13180000.0,9226000.0
T000657,C00417,2026-02-02,S020,VNPay,0.0,2026-02-02,1715000.0,1715000.0
T000658,C00055,2026-02-07,S022,VNPay,0.1,2026-02-07,17488000.0,15739200.0
T000659,C00337,2025-05-11,S006,Bank Transfer,0.0,2025-05-11,1960000.0,1960000.0
T000660,C00326,2024-04-07,S020,Bank Transfer,0.0,2024-04-07,10912000.0,10912000.0
T000661,C00640,2024-06-15,S016,VNPay,0.25,2024-06-15,9023000.0,6767250.0
T000662,C00014,2024-06-25,S004,VNPay,0.0,2024-06-25,380000.0,380000.0
T000663,C00014,2024-11-09,S003,Credit Card,0.2,2024-11-09,81987000.0,65589600.0
T000664,C00102,2023-12-28,S016,Momo,0.0,2023-12-28,84511000.0,84511000.0
T000665,C00051,2025-04-14,S024,VNPay,0.0,2025-04-14,67050000.0,67050000.0
T000666,C00477,2025-10-29,S001,VNPay,0.1,2025-10-29,68025000.0,61222500.0
T000667,C00448,2025-04-12,S023,VNPay,0.0,2025-04-12,2780000.0,2780000.0
T000668,C00657,2025-07-20,S017,VNPay,0.2,2025-07-20,3643000.0,2914400.0
T000669,C00110,2025-06-16,S014,Bank Transfer,0.0,2025-06-16,422000.0,422000.0
T000670,C00711,2025-08-16,S003,Bank Transfer,0.2,2025-08-16,13204000.0,10563200.0
T000671,C00112,2024-12-13,S010,Cash,0.1,2024-12-13,16281000.0,14652900.0
T000672,C00023,2026-03-11,S023,Momo,0.1,2026-03-11,2066000.0,1859400.0
T000673,C00692,2024-05-24,S016,Momo,0.0,2024-05-24,670000.0,670000.0
T000674,C00383,2025-07-29,S020,Credit Card,0.0,2025-07-29,415000.0,415000.0
T000675,C00142,2025-12-04,S020,Momo,0.0,2025-12-04,0.0,0.0
T000676,C00021,2025-12-26,S019,Credit Card,0.0,2025-12-26,492000.0,492000.0
T000677,C00299,2026-01-05,S015,Bank Transfer,0.25,2026-01-05,158000.0,118500.0
T000678,C00094,2025-12-06,S004,Momo,0.05,2025-12-06,402000.0,381900.0
T000679,C00044,2025-06-25,S020,Bank Transfer,0.0,2025-06-25,24868000.0,24868000.0
T000680,C00361,2025-11-19,S005,ZaloPay,0.0,2025-11-19,61690000.0,61690000.0
T000681,C00104,2025-11-15,S012,Bank Transfer,0.05,2025-11-15,1823000.0,1731850.0
T000682,C00003,2025-07-11,S025,Momo,0.05,2025-07-11,9731000.0,9244450.0
T000683,C00273,2025-09-05,S023,Bank Transfer,0.05,2025-09-05,5469000.0,5195550.0
T000684,C00007,2025-09-10,S003,ZaloPay,0.0,2025-09-10,18964000.0,18964000.0
T000685,C00203,2025-08-13,S023,VNPay,0.0,2025-08-13,478304000.0,478304000.0
T000686,C00283,2024-05-11,S001,Momo,0.0,2024-05-11,27245000.0,27245000.0
T000687,C00351,2025-10-03,S005,VNPay,0.1,2025-10-03,164848000.0,148363200.0
T000688,C00045,2024-12-05,S007,VNPay,0.25,2024-12-05,27524000.0,20643000.0
T000689,C00354,2025-09-12,S014,,0.0,2025-09-12,48915000.0,48915000.0
T000690,C00023,2025-03-24,S015,Credit Card,0.0,2025-03-24,19798000.0,19798000.0
T000691,C00753,2025-11-18,S022,ZaloPay,0.25,2025-11-18,87237000.0,65427750.0
T000692,C00399,2026-02-18,S004,VNPay,0.1,2026-02-18,59445000.0,53500500.0
T000693,C00100,2025-12-19,S015,Cash,0.05,2025-12-19,5812000.0,5521400.0
T000694,C00580,2025-04-28,S015,VNPay,0.25,2025-04-28,42807000.0,32105250.0
T000695,C00116,2025-06-30,S014,Credit Card,0.0,2025-06-30,28122000.0,28122000.0
T000696,C00666,2025-05-04,S024,Momo,0.0,2025-05-04,8825000.0,8825000.0
T000697,C00524,2025-06-25,S018,Bank Transfer,0.0,2025-06-25,54139000.0,54139000.0
T000698,C00082,2026-02-17,S013,Bank Transfer,0.0,2026-02-17,4933000.0,4933000.0
T000699,C00185,2024-12-13,S017,Bank Transfer,0.25,2024-12-13,6658000.0,4993500.0
T000700,C00505,2025-01-17,S003,Bank Transfer,0.0,2025-01-17,6680000.0,6680000.0
T000701,C00161,2024-10-22,S019,VNPay,0.0,2024-10-22,3118000.0,3118000.0
T000702,C00069,2025-06-17,S008,Credit Card,0.0,2025-06-17,2377000.0,2377000.0
T000703,C00173,2025-01-03,S004,Credit Card,0.2,2025-01-03,18189000.0,14551200.0
T000704,C00448,2026-01-06,S003,Momo,0.0,2026-01-06,52997000.0,52997000.0
T000705,C00160,2025-09-24,S007,Bank Transfer,0.05,2025-09-24,3712000.0,3526400.0
T000706,C00738,2026-03-10,S019,Cash,0.0,2026-03-10,6746000.0,6746000.0
T000707,C00123,2025-07-07,S006,Credit Card,0.0,2025-07-07,25711000.0,25711000.0
T000708,C00199,2024-12-10,S007,Momo,0.0,2024-12-10,52424000.0,52424000.0
T000709,C00089,2025-10-04,S005,Bank Transfer,0.0,2025-10-04,89252000.0,89252000.0
T000710,C00529,2024-06-06,S006,VNPay,0.25,2024-06-06,0.0,0.0
T000711,C00102,2025-07-05,S025,Credit Card,0.0,2025-07-05,14516000.0,14516000.0
T000712,C00349,2025-12-18,S014,ZaloPay,0.3,2025-12-18,23337000.0,16335899.999999998
T000713,C00301,2026-03-05,S012,Credit Card,0.25,2026-03-05,74088000.0,55566000.0
T000714,C00392,2025-07-15,S012,Credit Card,0.0,2025-07-15,3843000.0,3843000.0
T000715,C00216,2024-11-29,S012,Momo,0.0,2024-11-29,483000.0,483000.0
T000716,C00041,2023-10-26,S004,Credit Card,0.0,2023-10-26,1738000.0,1738000.0
T000717,C00285,2025-09-23,S008,Bank Transfer,0.0,2025-09-23,9611000.0,9611000.0
T000718,C00078,2024-04-30,S022,Bank Transfer,0.2,2024-04-30,1404000.0,1123200.0
T000719,C00502,2024-08-29,S007,Bank Transfer,0.1,2024-08-29,67398000.0,60658200.0
T000720,C00022,2024-09-28,S020,Bank Transfer,0.0,2024-09-28,880000.0,880000.0
T000721,C00101,2024-07-27,S019,Momo,0.1,2024-07-27,87402000.0,78661800.0
T000722,C00013,2026-02-25,S014,ZaloPay,0.0,2026-02-25,606000.0,606000.0
T000723,C00281,2026-02-09,S016,ZaloPay,0.0,2026-02-09,52720000.0,52720000.0
T000724,C00183,2026-03-19,S012,Credit Card,0.0,2026-03-19,25884000.0,25884000.0
T000725,C00042,2025-09-12,S023,Credit Card,0.0,2025-09-12,35406000.0,35406000.0
T000726,C00439,2025-05-13,S009,Bank Transfer,0.3,2025-05-13,8970000.0,6279000.0
T000727,C00182,2024-06-28,S005,VNPay,0.0,2024-06-28,20930000.0,20930000.0
T000728,C00094,2025-09-09,S016,Momo,0.0,2025-09-09,25121000.0,25121000.0
T000729,C00159,2025-06-17,S016,Bitcoin,0.0,2025-06-17,11436000.0,11436000.0
T000730,C00497,2024-08-07,S016,Credit Card,0.0,2024-08-07,3646860.0,3646860.0
T000731,C00455,2024-03-05,S005,Bank Transfer,0.0,2024-03-05,525000.0,525000.0
T000732,C00325,2023-11-17,S007,Bank Transfer,0.0,2023-11-17,7419000.0,7419000.0
T000733,C00113,2025-07-29,S004,Credit Card,0.0,2025-07-29,284000.0,284000.0
T000734,C00061,2025-10-23,S022,ZaloPay,0.1,2025-10-23,0.0,0.0
T000735,C00444,2025-10-04,S012,Momo,0.0,2025-10-04,2902000.0,2902000.0
T000736,C00007,2025-07-25,S021,Bank Transfer,0.3,2025-07-25,8559000.0,5991300.0
T000737,C00023,2024-10-19,S020,VNPay,0.15,2024-10-19,10482000.0,8909700.0
T000738,C00115,2025-10-06,S002,Momo,0.0,2025-10-06,3780000.0,3780000.0
T000739,C00029,2025-10-12,S020,,0.05,2025-10-12,26452000.0,25129400.0
T000740,C00258,2025-02-24,S016,Credit Card,0.0,2025-02-24,127428000.0,127428000.0
T000741,C00243,2025-04-24,S006,Cash,0.25,2025-04-24,11577000.0,8682750.0
T000742,C00002,2025-12-04,S022,ZaloPay,0.05,2025-12-04,27750000.0,26362500.0
T000743,C00363,2023-07-25,S019,Credit Card,0.1,2023-07-25,367000.0,330300.0
T000744,C00003,2025-07-07,S019,Credit Card,0.0,2025-07-07,226000.0,226000.0
T000745,C00452,2025-11-17,S010,ZaloPay,0.0,2025-11-17,11898000.0,11898000.0
T000746,C00301,2025-08-25,S010,Bank Transfer,0.0,2025-08-25,26929000.0,26929000.0
T000747,C00131,2025-10-22,S005,Momo,0.0,2025-10-22,1073000.0,1073000.0
T000748,C00341,2024-06-12,S012,Credit Card,0.3,2024-06-12,23635000.0,16544499.999999998
T000749,C00601,2025-08-16,S019,,0.0,2025-08-16,63194000.0,63194000.0
T000750,C00102,2025-06-14,S015,,0.0,2025-06-14,42257000.0,42257000.0
T000751,C00204,2025-10-29,S010,Cash,0.0,2025-10-29,10345000.0,10345000.0
T000752,C00464,2025-12-28,S002,Credit Card,0.0,2025-12-28,26509000.0,26509000.0
T000753,C00037,2025-03-19,S017,VNPay,0.0,2025-03-19,6798000.0,6798000.0
T000754,C00501,2025-12-30,S014,ZaloPay,0.0,2025-12-30,41670000.0,41670000.0
T000755,C00087,2024-12-07,S021,Bank Transfer,0.05,2024-12-07,46334000.0,44017300.0
T000756,C00472,2024-08-30,S022,Momo,0.0,2024-08-30,1710000.0,1710000.0
T000757,C00040,2025-05-08,S003,Bank Transfer,0.2,2025-05-08,754000.0,603200.0
T000758,C00113,2025-07-22,S014,VNPay,0.0,2025-07-22,108000.0,108000.0
T000759,C00304,2025-01-25,S015,ZaloPay,0.05,2025-01-25,0.0,0.0
T000760,C00134,2025-08-03,S025,Gold,0.0,2025-08-03,30871000.0,30871000.0
T000761,C00551,2025-12-08,S002,Bank Transfer,0.0,2025-12-08,11159000.0,11159000.0
T000762,C00733,2025-09-18,S004,Credit Card,0.2,2025-09-18,4860000.0,3888000.0
T000763,C00463,2025-10-22,S024,Bank Transfer,0.25,2025-10-22,26852000.0,20139000.0
T000764,C00374,2024-01-29,S005,Momo,0.25,2024-01-29,51635000.0,38726250.0
T000765,C00001,2026-02-01,S005,VNPay,0.0,2026-02-01,28824000.0,28824000.0
T000766,C00379,2025-06-07,S015,Cash,0.0,2025-06-07,9602000.0,9602000.0
T000767,C00019,2023-11-20,S021,,0.0,2023-11-20,9880000.0,9880000.0
T000768,C00062,2024-12-12,S010,Cash,0.25,2024-12-12,387000.0,290250.0
T000769,C00321,2025-01-25,S013,Bank Transfer,0.1,2025-01-25,1788000.0,1609200.0
T000770,C00320,2026-02-27,S001,Credit Card,0.0,2026-02-27,42660000.0,42660000.0
T000771,C00378,2025-06-19,S007,VNPay,0.3,2025-06-19,3488000.0,2441600.0
T000772,C00294,2025-08-19,S015,Momo,0.0,2025-08-19,32224000.0,32224000.0
T000773,C00213,2025-07-17,S019,,0.0,2025-07-17,1295000.0,1295000.0
T000774,C00579,2025-09-29,S019,Cash,0.05,2025-09-29,59592000.0,56612400.0
T000775,C00364,2025-10-28,S011,VNPay,0.0,2025-10-28,2461000.0,2461000.0
T000776,C00033,2024-06-11,S004,Credit Card,0.3,2024-06-11,108000.0,75600.0
T000777,C00136,2025-09-15,S006,VNPay,0.0,2025-09-15,5110000.0,5110000.0
T000778,C00221,2025-08-03,S009,VNPay,0.1,2025-08-03,6516000.0,5864400.0
T000779,C00021,2026-03-02,S014,Credit Card,0.0,2026-03-02,339000.0,339000.0
T000780,C00170,2023-09-13,S007,Credit Card,0.0,2023-09-13,2516000.0,2516000.0
T000781,C00157,2025-04-02,S011,VNPay,0.25,2025-04-02,2248000.0,1686000.0
T000782,C00027,2026-01-01,S019,???,0.15,2026-01-01,3580000.0,3043000.0
T000783,C00313,2025-05-11,S003,Momo,0.0,2025-05-11,0.0,0.0
T000784,C00064,2024-03-26,S008,VNPay,0.0,2024-03-26,869000.0,869000.0
T000785,C00038,2024-08-02,S009,Momo,0.3,2024-08-02,15841000.0,11088700.0
T000786,C00657,2024-08-16,S010,Cash,0.2,2024-08-16,23373000.0,18698400.0
T000787,C00535,2024-11-13,S021,ZaloPay,0.0,2024-11-13,10465000.0,10465000.0
T000788,C00431,2025-05-21,S005,Gold,0.15,2025-05-21,7463000.0,6343550.0
T000789,C00689,2026-02-17,S020,ZaloPay,0.0,2026-02-17,4558000.0,4558000.0
T000790,C00006,2024-06-24,S004,Bitcoin,0.1,2024-06-24,10794000.0,9714600.0
T000791,C00276,2025-05-23,S008,Credit Card,0.0,2025-05-23,5248000.0,5248000.0
T000792,C00099,2025-01-30,S013,Bank Transfer,0.05,2025-01-30,3480000.0,3306000.0
T000793,C00016,2026-03-23,S020,ZaloPay,0.0,2026-03-23,5647000.0,5647000.0
T000794,C00002,2025-11-03,S008,VNPay,0.3,2025-11-03,1226000.0,858200.0
T000795,C00408,2024-10-07,S024,???,0.0,2024-10-07,16128000.0,16128000.0
T000796,C00078,2024-10-21,S021,Momo,0.0,2024-10-21,388000.0,388000.0
T000797,C00070,2025-06-12,S007,ZaloPay,0.3,2025-06-12,3771000.0,2639700.0
T000798,C00550,2025-10-16,S021,ZaloPay,0.15,2025-10-16,4645000.0,3948250.0
T000799,C00148,2026-01-12,S012,VNPay,0.05,2026-01-12,11007000.0,10456650.0
T000800,C00667,2024-10-29,S008,VNPay,0.3,2024-10-29,49083000.0,34358100.0
T000801,C00138,2024-12-30,S009,ZaloPay,0.2,2024-12-30,52809000.0,42247200.0
T000802,C00316,2024-11-19,S013,Momo,0.0,2024-11-19,14516000.0,14516000.0
T000803,C00056,2024-07-28,S018,Momo,0.25,2024-07-28,43620000.0,32715000.0
T000804,C00787,2025-08-13,S011,Credit Card,0.2,2025-08-13,29200000.0,23360000.0
T000805,C00748,2025-12-18,S010,ZaloPay,0.1,2025-12-18,5083000.0,4574700.0
T000806,C00049,2025-02-10,S015,,0.0,2025-02-10,13750000.0,13750000.0
T000807,C00051,2026-01-05,S002,ZaloPay,0.0,2026-01-05,39972000.0,39972000.0
T000808,C00628,2024-07-19,S015,Cash,0.1,2024-07-19,60442000.0,54397800.0
T000809,C00161,2025-06-12,S009,Momo,0.15,2025-06-12,2838000.0,2412300.0
T000810,C00542,2025-09-14,S009,Credit Card,0.0,2025-09-14,7713000.0,7713000.0
T000811,C00084,2025-04-07,S002,,0.25,2025-04-07,2210000.0,1657500.0
T000812,C00071,2025-10-24,S023,???,0.0,2025-10-24,15152000.0,15152000.0
T000813,C00300,2023-11-02,S004,Bank Transfer,0.15,2023-11-02,0.0,0.0
T000814,C00027,2025-09-18,S011,ZaloPay,0.0,2025-09-18,6096000.0,6096000.0
T000815,C00474,2025-06-09,S001,ZaloPay,0.2,2025-06-09,1394000.0,1115200.0
T000816,C00551,2025-06-05,S020,ZaloPay,0.0,2025-06-05,50112000.0,50112000.0
T000817,C00703,2024-03-16,S001,Momo,0.2,2024-03-16,8621000.0,6896800.0
T000818,C00417,2026-01-07,S022,Bank Transfer,0.0,2026-01-07,4930000.0,4930000.0
T000819,C00335,2025-12-25,S018,Bank Transfer,0.0,2025-12-25,68965000.0,68965000.0
T000820,C00258,2026-03-10,S007,Momo,0.0,2026-03-10,3793000.0,3793000.0
T000821,C00180,2025-04-13,S023,VNPay,0.1,2025-04-13,8142000.0,7327800.0
T000822,C00238,2025-05-19,S015,Bank Transfer,0.0,2025-05-19,21120000.0,21120000.0
T000823,C00117,2024-03-11,S014,ZaloPay,0.2,2024-03-11,7551000.0,6040800.0
T000824,C00196,2025-09-18,S019,Credit Card,0.25,2025-09-18,23583000.0,17687250.0
T000825,C00361,2025-02-16,S024,Cash,0.0,2025-02-16,13565000.0,13565000.0
T000826,C00111,2025-07-03,S017,Momo,0.05,2025-07-03,21388000.0,20318600.0
T000827,C00181,2026-02-18,S011,Bank Transfer,0.0,2026-02-18,96140000.0,96140000.0
T000828,C00062,2024-07-06,S023,Credit Card,0.3,2024-07-06,459000.0,321300.0
T000829,C00001,2026-01-21,S019,VNPay,0.0,2026-01-21,4767000.0,4767000.0
T000830,C00093,2025-06-05,S019,Credit Card,0.0,2025-06-05,39669000.0,39669000.0
T000831,C00389,2025-03-01,S019,Momo,0.05,2025-03-01,1036000.0,984200.0
T000832,C00023,2024-02-22,S005,Momo,0.3,2024-02-22,19435000.0,13604500.0
T000833,C00037,2025-02-10,S006,Momo,0.0,2025-02-10,21582000.0,21582000.0
T000834,C00742,2024-11-18,S009,Credit Card,0.0,2024-11-18,5832000.0,5832000.0
T000835,C00677,2024-10-18,S018,ZaloPay,0.0,2024-10-18,39117000.0,39117000.0
T000836,C00074,2026-01-08,S014,???,0.15,2026-01-08,423000.0,359550.0
T000837,C00767,2025-08-20,S023,ZaloPay,0.1,2025-08-20,4481000.0,4032900.0
T000838,C00775,2025-05-30,S022,,0.0,2025-05-30,1257000.0,1257000.0
T000839,C00065,2025-09-26,S011,VNPay,0.1,2025-09-26,7424000.0,6681600.0
T000840,C00667,2024-07-03,S011,VNPay,0.15,2024-07-03,74998000.0,63748300.0
T000841,C00233,2024-12-03,S022,Bank Transfer,0.0,2024-12-03,5437000.0,5437000.0
T000842,C00113,2026-02-22,S003,Momo,0.3,2026-02-22,13294000.0,9305800.0
T000843,C00227,2024-09-06,S023,ZaloPay,0.0,2024-09-06,2172000.0,2172000.0
T000844,C00368,2025-09-29,S017,???,0.0,2025-09-29,309000.0,309000.0
T000845,C00371,2025-10-04,S021,,0.2,2025-10-04,1508000.0,1206400.0
T000846,C00029,2025-06-14,S004,Bank Transfer,0.05,2025-06-14,2004000.0,1903800.0
T000847,C00041,2024-02-10,S022,Bank Transfer,0.0,2024-02-10,21224000.0,21224000.0
T000848,C00035,2025-04-30,S017,Cash,0.05,2025-04-30,19098000.0,18143100.0
T000849,C00618,2024-09-11,S013,,0.0,2024-09-11,7882000.0,7882000.0
T000850,C00206,2025-02-25,S018,Cash,0.25,2025-02-25,8193000.0,6144750.0
T000851,C00386,2025-02-13,S007,Momo,0.15,2025-02-13,11825000.0,10051250.0
T000852,C00092,2024-05-24,S008,ZaloPay,0.0,2024-05-24,3476000.0,3476000.0
T000853,C00094,2025-05-23,S008,,0.0,2025-05-23,0.0,0.0
T000854,C00369,2025-03-29,S002,ZaloPay,0.0,2025-03-29,19352000.0,19352000.0
T000855,C00594,2025-01-31,S021,ZaloPay,0.0,2025-01-31,1740000.0,1740000.0
T000856,C00333,2024-07-30,S001,VNPay,0.3,2024-07-30,66883000.0,46818100.0
T000857,C00618,2026-01-19,S017,Momo,0.0,2026-01-19,1306000.0,1306000.0
T000858,C00084,2025-09-01,S019,Momo,0.05,2025-09-01,38732000.0,36795400.0
T000859,C00674,2024-05-03,S017,Cash,0.05,2024-05-03,707000.0,671650.0
T000860,C00604,2025-09-13,S025,Momo,0.1,2025-09-13,1340000.0,1206000.0
T000861,C00040,2024-12-02,S011,Cash,0.25,2024-12-02,29572000.0,22179000.0
T000862,C00651,2025-09-30,S019,Credit Card,0.0,2025-09-30,3170000.0,3170000.0
T000863,C00431,2026-03-13,S025,ZaloPay,0.0,2026-03-13,1989000.0,1989000.0
T000864,C00419,2025-06-27,S011,Bank Transfer,0.2,2025-06-27,20620000.0,16496000.0
T000865,C00651,2026-02-05,S018,VNPay,0.0,2026-02-05,2586000.0,2586000.0
T000866,C00776,2025-06-08,S003,Credit Card,0.05,2025-06-08,0.0,0.0
T000867,C00483,2025-06-21,S017,Credit Card,0.0,2025-06-21,19890000.0,19890000.0
T000868,C00389,2024-02-18,S016,Bank Transfer,0.3,2024-02-18,38491000.0,26943700.0
T000869,C00769,2025-04-02,S022,ZaloPay,0.15,2025-04-02,805000.0,684250.0
T000870,C00193,2025-11-12,S010,Credit Card,0.25,2025-11-12,1921000.0,1440750.0
T000871,C00228,2024-08-29,S011,Bank Transfer,0.0,2024-08-29,353000.0,353000.0
T000872,C00023,2025-05-06,S005,Credit Card,0.0,2025-05-06,30168000.0,30168000.0
T000873,C00008,2026-01-16,S020,Momo,0.2,2026-01-16,3132000.0,2505600.0
T000874,C00236,2026-02-14,S012,Momo,0.0,2026-02-14,8273000.0,8273000.0
T000875,C00688,2025-04-25,S018,Credit Card,0.25,2025-04-25,3020000.0,2265000.0
T000876,C00034,2024-11-16,S019,Bank Transfer,0.0,2024-11-16,516000.0,516000.0
T000877,C00262,2026-03-24,S024,ZaloPay,0.25,2026-03-24,748000.0,561000.0
T000878,C00447,2023-12-25,S020,Momo,0.0,2023-12-25,12481000.0,12481000.0
T000879,C00427,2025-06-01,S005,Bank Transfer,0.1,2025-06-01,3606000.0,3245400.0
T000880,C00524,2025-06-26,S018,ZaloPay,0.05,2025-06-26,6729000.0,6392550.0
T000881,C00011,2024-12-05,S020,ZaloPay,0.0,2024-12-05,1872000.0,1872000.0
T000882,C00249,2025-06-23,S022,Bank Transfer,0.15,2025-06-23,3834000.0,3258900.0
T000883,C00047,2025-12-17,S015,VNPay,0.0,2025-12-17,48000.0,48000.0
T000884,C00218,2024-10-04,S013,Credit Card,0.0,2024-10-04,7966000.0,7966000.0
T000885,C00289,2025-09-20,S004,VNPay,0.0,2025-09-20,55946000.0,55946000.0
T000886,C00324,2025-09-15,S002,ZaloPay,0.3,2025-09-15,4417000.0,3091900.0
T000887,C00642,2025-12-10,S020,Bank Transfer,0.1,2025-12-10,1778000.0,1600200.0
T000888,C00115,2025-03-04,S023,VNPay,0.0,2025-03-04,2932000.0,2932000.0
T000889,C00462,2024-11-29,S002,Credit Card,0.25,2024-11-29,30816000.0,23112000.0
T000890,C00291,2025-11-20,S022,,0.0,2025-11-20,5895000.0,5895000.0
T000891,C00086,2025-01-07,S013,Credit Card,0.25,2025-01-07,1512000.0,1134000.0
T000892,C00657,2025-07-20,S005,Credit Card,0.0,2025-07-20,85920000.0,85920000.0
T000893,C00096,2025-11-28,S001,VNPay,0.0,2025-11-28,16103000.0,16103000.0
T000894,C00165,2025-04-27,S019,Cash,0.0,2025-04-27,85407000.0,85407000.0
T000895,C00131,2025-02-17,S025,Credit Card,0.0,2025-02-17,644000.0,644000.0
T000896,C00093,2025-07-04,S008,,0.25,2025-07-04,3071000.0,2303250.0
T000897,C00212,2024-04-18,S009,Momo,0.2,2024-04-18,28604000.0,22883200.0
T000898,C00256,2025-07-20,S003,VNPay,0.0,2025-07-20,0.0,0.0
T000899,C00668,2026-02-01,S015,Credit Card,0.25,2026-02-01,58733000.0,44049750.0
T000900,C00090,2025-02-15,S014,ZaloPay,0.25,2025-02-15,8385000.0,6288750.0
T000901,C00538,2026-01-29,S003,ZaloPay,0.0,2026-01-29,8577000.0,8577000.0
T000902,C00665,2025-08-12,S022,Bank Transfer,0.0,2025-08-12,474000.0,474000.0
T000903,C00049,2026-02-04,S022,ZaloPay,0.0,2026-02-04,91761000.0,91761000.0
T000904,C00172,2024-10-27,S006,Credit Card,0.0,2024-10-27,790000.0,790000.0
T000905,C00003,2025-11-16,S015,ZaloPay,0.2,2025-11-16,828000.0,662400.0
T000906,C00363,2024-04-07,S008,ZaloPay,0.3,2024-04-07,16530000.0,11571000.0
T000907,C00258,2025-09-12,S019,Cash,0.2,2025-09-12,14435000.0,11548000.0
T000908,C00073,2024-06-09,S025,VNPay,0.0,2024-06-09,190000.0,190000.0
T000909,C00559,2025-05-16,S025,Unknown,0.0,2025-05-16,1851000.0,1851000.0
T000910,C00223,2024-09-28,S006,Cash,0.0,2024-09-28,4768000.0,4768000.0
T000911,C00032,2026-03-04,S005,Credit Card,0.0,2026-03-04,1277000.0,1277000.0
T000912,C00322,2024-11-19,S023,VNPay,0.0,2024-11-19,3920000.0,3920000.0
T000913,C00170,2023-12-19,S013,,0.0,2023-12-19,11377000.0,11377000.0
T000914,C00298,2026-03-17,S016,Credit Card,0.0,2026-03-17,2512000.0,2512000.0
T000915,C00044,2024-02-15,S017,Bank Transfer,0.2,2024-02-15,4230000.0,3384000.0
T000916,C00039,2025-07-28,S014,,0.0,2025-07-28,5119000.0,5119000.0
T000917,C00367,2024-05-24,S002,Momo,0.05,2024-05-24,8695000.0,8260250.0
T000918,C00163,2026-01-08,S012,Credit Card,0.3,2026-01-08,0.0,0.0
T000919,C00017,2025-08-18,S019,VNPay,0.05,2025-08-18,141000.0,133950.0
T000920,C00326,2024-04-05,S014,Bank Transfer,0.0,2024-04-05,36093000.0,36093000.0
T000921,C00363,2024-07-01,S023,Momo,0.15,2024-07-01,26884000.0,22851400.0
T000922,C00044,2025-10-10,S023,Credit Card,0.0,2025-10-10,2089000.0,2089000.0
T000923,C00141,2026-02-22,S004,Unknown,0.1,2026-02-22,39324000.0,35391600.0
T000924,C00044,2024-12-13,S022,VNPay,0.0,2024-12-13,16767000.0,16767000.0
T000925,C00349,2025-02-15,S011,Cash,0.25,2025-02-15,16116000.0,12087000.0
T000926,C00393,2025-08-19,S024,Credit Card,0.0,2025-08-19,6065000.0,6065000.0
T000927,C00094,2026-01-24,S005,ZaloPay,0.05,2026-01-24,2424000.0,2302800.0
T000928,C00245,2025-12-06,S024,Bank Transfer,0.15,2025-12-06,142000.0,120700.0
T000929,C00048,2025-03-14,S002,Credit Card,0.2,2025-03-14,2547000.0,2037600.0
T000930,C00784,2025-06-25,S010,Cash,0.05,2025-06-25,12696000.0,12061200.0
T000931,C00716,2025-09-13,S017,VNPay,0.0,2025-09-13,46018000.0,46018000.0
T000932,C00089,2025-08-23,S025,Bank Transfer,0.0,2025-08-23,83520000.0,83520000.0
T000933,C00024,2025-05-16,S022,Credit Card,0.0,2025-05-16,0.0,0.0
T000934,C00054,2024-09-30,S022,ZaloPay,0.0,2024-09-30,255000.0,255000.0
