customer_id,gender,birth_year,city,registration_date,acquisition_channel,birth_year_missing_flag,registration_date_clean,transaction_count,total_revenue,avg_order_value,total_discount_rate,avg_discount_rate,total_items_bought,avg_items_per_order,n_unique_stores,first_purchase_date,last_purchase_date,support_ticket_count,resolved_rate,pending_ticket_count,avg_satisfaction_score,last_support_date,campaign_count,open_rate,click_rate,total_offer_value,last_campaign_date
C00097,M,2001.0,Vũng Tàu,2023-09-02,Facebook,0,2023-09-02,12.0,55213800.0,4601150.0,0.45,0.0375,74.0,6.166666666666667,8.0,2023-10-20,2026-03-08,2.0,0.0,1.0,0.0,2023-11-21,1.0,1.0,0.0,0.0,
C00098,F,1986.0,Hà Nội,2025-04-19,Zalo,1,2025-04-19,11.0,211109400.0,19191763.636363637,0.55,0.05,73.0,6.636363636363637,8.0,2025-05-14,2026-03-12,2.0,0.5,1.0,3.0,2025-06-11,1.0,0.0,0.0,0.0,2025-09-24
C00099,F,1982.0,Đà Nẵng,2024-09-24,Shopee,0,2024-09-24,9.0,213587000.0,23731888.888888888,1.2,0.13333333333333333,78.0,8.666666666666666,7.0,2024-10-02,2026-02-07,3.0,0.6666666666666666,1.0,4.5,2024-10-22,4.0,0.25,0.25,45000.0,2025-10-12
C00100,F,1986.0,Huế,2025-03-12,Walk-in,1,2025-03-12,7.0,147134000.0,21019142.85714286,0.30000000000000004,0.042857142857142864,36.0,5.142857142857143,7.0,2025-04-23,2026-01-29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00101,F,1985.0,Buôn Ma Thuột,2024-07-23,Google,0,2024-07-23,10.0,261994450.0,26199445.0,0.8999999999999999,0.09,82.0,8.2,7.0,2024-07-27,2026-02-28,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,60000.0,2025-03-17
C00102,F,1991.0,Thủ Đức,2023-11-12,Website,0,2023-11-12,10.0,225636450.0,22563645.0,1.45,0.145,64.0,6.4,9.0,2023-12-28,2026-02-24,1.0,0.0,0.0,1.0,2024-01-24,1.0,1.0,1.0,5000.0,2026-01-17
C00103,F,2000.0,Hà Nội,2024-03-22,Website,0,2024-03-22,12.0,331001850.0,27583487.5,0.8,0.06666666666666667,122.0,10.166666666666666,9.0,2024-04-07,2025-11-11,1.0,1.0,0.0,5.0,2024-04-22,3.0,0.0,0.0,30000.0,2025-02-04
C00104,F,1981.0,Biên Hòa,2023-08-30,Google,0,2023-08-30,12.0,192149200.0,16012433.333333334,1.2000000000000002,0.10000000000000002,75.0,6.25,9.0,2023-12-13,2025-11-15,2.0,0.5,0.0,4.0,2024-01-15,2.0,0.0,0.0,20000.0,2025-12-16
C00105,M,1999.0,Huế,2024-07-18,Shopee,0,2024-07-18,14.0,307980450.0,21998603.57142857,1.45,0.10357142857142856,100.0,7.142857142857143,12.0,2024-08-02,2026-02-17,3.0,0.3333333333333333,0.0,2.0,2024-09-01,1.0,0.0,0.0,0.0,2024-08-11
C00106,M,1998.0,Biên Hòa,2023-07-26,Website,0,2023-07-26,4.0,82408900.0,20602225.0,0.1,0.025,37.0,9.25,4.0,2024-09-03,2025-09-15,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,20000.0,2025-09-17
C00107,F,1968.0,Hải Phòng,2025-03-02,Referral,0,2025-03-02,10.0,290975350.0,29097535.0,0.44999999999999996,0.045,89.0,8.9,9.0,2025-03-24,2026-03-16,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,15000.0,2026-02-03
C00108,M,1983.0,Huế,2024-12-14,Website,0,2024-12-14,3.0,16123850.0,5374616.666666667,0.15,0.049999999999999996,20.0,6.666666666666667,1.0,2025-06-20,2026-01-31,1.0,0.0,0.0,1.0,2025-08-17,1.0,0.0,0.0,0.0,
C00109,M,2005.0,Vũng Tàu,2023-10-03,TikTok,0,2023-10-03,12.0,501984800.0,41832066.666666664,1.6,0.13333333333333333,98.0,8.166666666666666,9.0,2023-12-23,2026-01-07,0.0,0.0,0.0,0.0,,4.0,0.5,0.25,30000.0,2025-10-24
C00110,M,1984.0,Bắc Ninh,2025-05-27,Facebook,0,2025-05-27,10.0,120444700.0,12044470.0,1.1,0.11000000000000001,57.0,5.7,8.0,2025-06-16,2026-01-24,1.0,0.0,0.0,1.0,2025-06-19,4.0,0.0,0.0,55000.0,2026-03-24
C00111,F,1970.0,Hải Phòng,2024-12-17,Google,0,2024-12-17,11.0,101779550.0,9252686.363636363,1.1,0.1,79.0,7.181818181818182,9.0,2025-02-09,2026-03-01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00112,M,2006.0,Đà Nẵng,2024-09-15,Website,0,2024-09-15,8.0,172755200.0,21594400.0,0.9,0.1125,64.0,8.0,7.0,2024-10-18,2026-03-20,1.0,0.0,0.0,0.0,2024-11-14,3.0,0.0,0.0,25000.0,2026-02-23
C00113,F,1997.0,Thủ Đức,2025-06-03,Referral,0,2025-06-03,12.0,77716900.0,6476408.333333333,1.65,0.13749999999999998,45.0,3.75,9.0,2025-07-11,2026-03-16,2.0,0.0,0.0,1.5,2025-08-13,1.0,0.0,0.0,30000.0,2025-10-27
C00114,F,1995.0,Hải Phòng,2024-07-30,Website,0,2024-07-30,8.0,132001950.0,16500243.75,0.35,0.04375,83.0,10.375,7.0,2024-10-14,2025-10-20,0.0,0.0,0.0,0.0,,3.0,0.6666666666666666,0.3333333333333333,50000.0,2025-11-06
C00115,M,1989.0,Hải Phòng,2024-12-16,Zalo,0,2024-12-16,14.0,107835000.0,7702500.0,1.55,0.11071428571428572,95.0,6.785714285714286,12.0,2025-01-06,2026-02-09,1.0,1.0,0.0,4.0,2025-01-12,1.0,0.0,0.0,0.0,2025-07-28
C00116,F,1991.0,Biên Hòa,2023-08-11,Referral,0,2023-08-11,6.0,108500750.0,18083458.333333332,0.35,0.05833333333333333,51.0,8.5,6.0,2024-06-16,2026-02-24,2.0,0.5,1.0,5.0,2024-08-07,1.0,0.0,0.0,30000.0,2023-09-12
C00117,F,1984.0,,2023-06-03,Website,0,2023-06-03,10.0,145876900.0,14587690.0,1.1,0.11000000000000001,60.0,6.0,9.0,2023-08-18,2026-02-07,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,2026-03-05
C00118,F,1999.0,Huế,2023-10-31,Walk-in,0,2023-10-31,14.0,399023784.0,28501698.85714286,1.2,0.08571428571428572,87.03,6.216428571428572,11.0,2023-10-31,2025-12-22,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.0,35000.0,2025-06-06
C00119,F,1994.0,Biên Hòa,2024-05-06,TikTok,0,2024-05-06,11.0,433103600.0,39373054.54545455,0.8500000000000001,0.07727272727272728,127.0,11.545454545454545,10.0,2024-05-06,2026-01-22,1.0,1.0,0.0,0.0,2024-05-21,1.0,1.0,0.0,50000.0,2024-10-08
C00120,M,2001.0,Nha Trang,2025-05-15,TikTok,0,2025-05-15,10.0,371252900.0,37125290.0,0.6499999999999999,0.06499999999999999,92.0,9.2,9.0,2025-05-23,2026-03-15,1.0,1.0,0.0,2.0,2025-06-15,2.0,0.5,0.0,30000.0,2025-11-05
C00121,M,1986.0,Thủ Đức,2024-07-25,Website,1,2024-07-25,3.0,82150250.0,27383416.666666668,0.35,0.11666666666666665,29.0,9.666666666666666,3.0,2025-07-10,2026-02-11,2.0,1.0,0.0,4.0,2025-09-04,3.0,0.3333333333333333,0.0,5000.0,2025-12-26
C00122,F,1989.0,Buôn Ma Thuột,2025-05-23,Zalo,0,2025-05-23,6.0,43596550.0,7266091.666666667,0.25,0.041666666666666664,32.0,5.333333333333333,6.0,2025-07-22,2026-03-15,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,15000.0,2026-03-12
C00123,M,1986.0,Bắc Ninh,2024-10-20,Walk-in,1,2024-10-20,3.0,29067700.0,9689233.333333334,0.25,0.08333333333333333,8.0,2.6666666666666665,3.0,2025-07-07,2025-10-25,2.0,0.5,1.0,0.0,2025-07-30,3.0,0.6666666666666666,0.0,40000.0,2026-02-23
C00124,F,1986.0,Bắc Ninh,2023-09-11,Website,1,2023-09-11,4.0,162784600.0,40696150.0,0.4,0.1,30.0,7.5,4.0,2023-09-21,2026-02-09,2.0,0.0,1.0,1.0,2023-11-20,2.0,0.0,0.0,60000.0,2025-05-08
C00125,M,1991.0,Buôn Ma Thuột,2023-06-16,Zalo,0,2023-06-16,2.0,16676000.0,8338000.0,0.15,0.075,16.0,8.0,2.0,2024-01-04,2024-06-13,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,15000.0,2025-03-01
C00126,F,1981.0,Biên Hòa,2023-08-16,Shopee,0,2023-08-16,1.0,1185100.0,1185100.0,0.3,0.3,3.0,3.0,1.0,2024-09-07,2024-09-07,0.0,0.0,0.0,0.0,,3.0,0.6666666666666666,0.0,0.0,2025-11-17
C00127,M,1986.0,Buôn Ma Thuột,2025-03-27,Shopee,0,2025-03-27,5.0,84508650.0,16901730.0,0.8,0.16,25.0,5.0,4.0,2025-04-06,2025-12-20,2.0,0.0,1.0,2.0,2025-05-11,3.0,0.6666666666666666,0.3333333333333333,30000.0,2026-02-14
C00128,F,1999.0,Hà Nội,2024-04-20,Google,0,2024-04-20,1.0,2040850.0,2040850.0,0.15,0.15,6.0,6.0,1.0,2024-12-15,2024-12-15,1.0,1.0,0.0,5.0,2025-02-03,3.0,1.0,0.3333333333333333,55000.0,2025-08-17
C00129,F,1979.0,Thủ Đức,2024-01-27,Google,0,2024-01-27,6.0,93022800.0,15503800.0,0.4,0.06666666666666667,48.0,8.0,6.0,2024-03-30,2025-12-13,2.0,0.0,2.0,0.0,2024-05-08,1.0,0.0,0.0,15000.0,2025-12-17
C00130,M,2005.0,Thủ Đức,2024-08-18,Google,0,2024-08-18,3.0,27045000.0,9015000.0,0.0,0.0,18.0,6.0,3.0,2024-10-05,2026-03-25,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.0,25000.0,2026-02-27
C00131,M,1984.0,Hà Nội,2024-08-28,Facebook,0,2024-08-28,5.0,451726250.0,90345250.0,0.25,0.05,62.0,12.4,4.0,2025-02-17,2026-02-28,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2025-04-29
C00132,M,1983.0,Biên Hòa,2024-04-28,Walk-in,0,2024-04-28,4.0,15146050.0,3786512.5,0.7,0.175,31.0,7.75,3.0,2024-07-22,2025-12-04,1.0,0.0,1.0,0.0,2024-09-06,2.0,0.0,0.0,60000.0,2024-09-25
C00133,M,1980.0,Bắc Ninh,2024-08-15,,0,2024-08-15,3.0,66137600.0,22045866.666666668,0.2,0.06666666666666667,13.0,4.333333333333333,3.0,2025-04-08,2026-01-29,1.0,0.0,0.0,0.0,2025-05-25,3.0,0.0,0.0,80000.0,2025-10-27
C00134,M,1975.0,Đà Nẵng,2024-12-31,Google,0,2024-12-31,1.0,30871000.0,30871000.0,0.0,0.0,15.0,15.0,1.0,2025-08-03,2025-08-03,1.0,0.0,0.0,4.0,2025-08-30,4.0,0.5,0.0,105000.0,2025-12-14
C00135,F,2004.0,Buôn Ma Thuột,2025-02-14,TikTok,0,2025-02-14,7.0,142199150.0,20314164.285714287,0.85,0.12142857142857143,74.0,10.571428571428571,7.0,2025-03-04,2026-02-17,1.0,0.0,0.0,2.0,2025-04-13,1.0,0.0,0.0,0.0,2025-09-07
C00136,,1979.0,Huế,2024-10-22,,0,2024-10-22,3.0,34804300.0,11601433.333333334,0.30000000000000004,0.10000000000000002,19.0,6.333333333333333,3.0,2025-01-28,2025-09-15,1.0,1.0,0.0,2.0,2025-02-23,0.0,0.0,0.0,0.0,
C00137,F,1965.0,,2024-09-13,Website,0,2024-09-13,2.0,52009500.0,26004750.0,0.1,0.05,6.0,3.0,2.0,2025-02-04,2025-11-14,2.0,0.5,0.0,5.0,2025-04-05,4.0,0.5,0.25,65000.0,2025-07-29
C00138,M,1969.0,Huế,2024-03-21,Walk-in,0,2024-03-21,4.0,97933850.0,24483462.5,0.35,0.0875,40.0,10.0,4.0,2024-07-26,2026-01-28,0.0,0.0,0.0,0.0,,4.0,0.5,0.0,60000.0,2025-10-22
C00139,F,2005.0,Nha Trang,2025-01-22,Referral,0,2025-01-22,2.0,878000.0,439000.0,0.15,0.075,9.0,4.5,2.0,2025-04-22,2025-05-14,0.0,0.0,0.0,0.0,,4.0,0.25,0.25,95000.0,2026-02-14
C00140,F,1977.0,Nha Trang,2024-09-10,Website,0,2024-09-10,7.0,89434400.0,12776342.857142856,0.4,0.05714285714285715,48.0,6.857142857142857,6.0,2024-11-24,2026-03-19,0.0,0.0,0.0,0.0,,4.0,0.5,0.0,65000.0,2026-03-22
C00141,,1989.0,Vũng Tàu,2023-09-18,Walk-in,0,2023-09-18,9.0,81151300.0,9016811.111111112,0.35000000000000003,0.03888888888888889,63.0,7.0,8.0,2024-02-15,2026-02-22,1.0,0.0,0.0,0.0,2024-02-24,1.0,1.0,0.0,15000.0,2025-08-14
C00142,,1983.0,Hà Nội,2025-01-09,Shopee,0,2025-01-09,7.0,112613800.0,16087685.714285715,0.8,0.1142857142857143,24.0,3.4285714285714284,7.0,2025-02-04,2026-01-10,1.0,0.0,0.0,0.0,2025-03-17,1.0,1.0,0.0,0.0,2025-06-16
C00143,M,2001.0,Buôn Ma Thuột,2024-03-08,,0,2024-03-08,3.0,84246261.0,28082087.0,0.25,0.08333333333333333,25.009999999999998,8.336666666666666,3.0,2024-03-17,2026-01-04,1.0,0.0,1.0,0.0,2024-04-16,2.0,1.0,0.0,20000.0,2026-02-27
C00144,F,1983.0,Khác,2025-02-10,TikTok,0,2025-02-10,5.0,51969900.0,10393980.0,0.3,0.06,22.0,4.4,5.0,2025-04-05,2026-01-19,1.0,1.0,0.0,4.0,2025-05-16,1.0,1.0,0.0,50000.0,2025-07-26
C00145,F,1979.0,Buôn Ma Thuột,2025-02-11,TikTok,0,2025-02-11,2.0,69447000.0,34723500.0,0.0,0.0,21.0,10.5,1.0,2025-08-16,2025-08-27,1.0,1.0,0.0,4.0,2025-09-12,1.0,1.0,1.0,0.0,2026-01-14
C00146,F,1973.0,Buôn Ma Thuột,2025-02-25,Google,0,2025-02-25,4.0,16055000.0,4013750.0,0.25,0.0625,24.0,6.0,4.0,2025-04-11,2025-12-01,2.0,0.5,1.0,5.0,2025-05-21,1.0,1.0,0.0,30000.0,2025-11-25
C00147,M,1984.0,Khác,2025-03-04,Website,0,2025-03-04,5.0,130790250.0,26158050.0,0.25,0.05,33.0,6.6,5.0,2025-05-17,2025-12-20,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,90000.0,2026-03-13
C00148,F,1973.0,TP.HCM,2023-07-05,Referral,0,2023-07-05,7.0,221146550.0,31592364.285714287,0.19999999999999998,0.02857142857142857,40.0,5.714285714285714,7.0,2023-11-12,2026-01-12,2.0,1.0,0.0,4.5,2024-01-01,4.0,0.25,0.0,50000.0,2025-09-13
C00149,F,1976.0,Hải Phòng,2024-04-30,Zalo,0,2024-04-30,9.0,36248100.0,4027566.6666666665,0.85,0.09444444444444444,70.0,7.777777777777778,7.0,2024-05-24,2026-01-27,1.0,1.0,0.0,5.0,2024-06-15,1.0,1.0,0.0,0.0,2025-01-25
C00150,F,1998.0,Bắc Ninh,2024-12-04,Referral,0,2024-12-04,1.0,10239000.0,10239000.0,0.0,0.0,15.0,15.0,1.0,2025-09-27,2025-09-27,3.0,0.6666666666666666,1.0,3.5,2025-11-26,1.0,0.0,0.0,0.0,2025-04-08
C00151,F,1995.0,Khác,2023-11-16,Referral,0,2023-11-16,2.0,31875200.0,15937600.0,0.4,0.2,15.0,7.5,2.0,2023-12-16,2024-06-19,0.0,0.0,0.0,0.0,,3.0,0.6666666666666666,0.3333333333333333,30000.0,2025-10-24
C00152,M,1994.0,,2024-05-12,Zalo,0,2024-05-12,3.0,34525100.0,11508366.666666666,0.25,0.08333333333333333,27.0,9.0,3.0,2024-06-08,2026-02-17,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,30000.0,2025-10-25
C00153,F,2000.0,Biên Hòa,2024-01-18,Google,0,2024-01-18,7.0,115077650.0,16439664.285714285,1.25,0.17857142857142858,65.0,9.285714285714286,7.0,2024-09-01,2026-03-02,1.0,0.0,1.0,0.0,2024-09-16,2.0,0.5,0.0,10000.0,2024-11-23
C00154,M,1981.0,,2024-07-09,,0,2024-07-09,6.0,130063800.0,21677300.0,0.75,0.125,34.0,5.666666666666667,6.0,2024-07-30,2025-10-06,0.0,0.0,0.0,0.0,,4.0,0.75,0.25,70000.0,2026-01-30
C00155,F,1981.0,Vũng Tàu,2024-09-08,Shopee,0,2024-09-08,2.0,16896800.0,8448400.0,0.1,0.05,12.0,6.0,2.0,2024-10-05,2025-04-18,1.0,1.0,0.0,3.0,2024-10-09,1.0,1.0,0.0,0.0,2025-02-11
C00156,F,1971.0,Buôn Ma Thuột,2025-03-15,TikTok,0,2025-03-15,10.0,73952200.0,7395220.0,0.45,0.045,118.0,11.8,10.0,2025-03-31,2026-03-11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00157,M,2004.0,Bắc Ninh,2024-09-25,Walk-in,0,2024-09-25,4.0,55401000.0,13850250.0,0.25,0.0625,21.0,5.25,4.0,2025-03-09,2025-11-20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00158,M,2006.0,TP.HCM,2025-02-14,Website,0,2025-02-14,13.0,76908750.0,5916057.692307692,0.65,0.05,115.0,8.846153846153847,10.0,2025-03-07,2026-03-02,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2025-06-06
C00159,F,2006.0,Nha Trang,2025-05-18,,0,2025-05-18,4.0,117933400.0,29483350.0,0.3,0.075,30.0,7.5,4.0,2025-05-28,2026-02-17,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.0,70000.0,2026-03-06
C00160,M,1967.0,Cần Thơ,2023-10-22,Website,0,2023-10-22,7.0,172527500.0,24646785.714285713,0.75,0.10714285714285714,41.0,5.857142857142857,7.0,2024-05-07,2026-02-11,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,30000.0,2025-02-05
C00161,X,1980.0,Bắc Ninh,2023-09-27,Zalo,0,2023-09-27,7.0,54719271.0,7817038.714285715,0.85,0.12142857142857143,24.02,3.4314285714285715,6.0,2024-04-29,2025-10-13,0.0,0.0,0.0,0.0,,4.0,0.25,0.0,30000.0,2026-02-01
C00162,F,1988.0,Buôn Ma Thuột,2024-07-02,Shopee,0,2024-07-02,2.0,39051600.0,19525800.0,0.3,0.15,9.0,4.5,2.0,2025-03-07,2026-02-06,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,45000.0,2026-03-21
C00163,,1991.0,Buôn Ma Thuột,,Google,0,,7.0,351585900.0,50226557.14285714,1.1,0.15714285714285717,67.0,9.571428571428571,5.0,2025-02-03,2026-01-08,3.0,0.0,1.0,3.0,2025-03-07,0.0,0.0,0.0,0.0,
C00164,F,1982.0,Hà Nội,2024-10-14,Walk-in,0,2024-10-14,8.0,70905800.0,8863225.0,1.4,0.175,55.0,6.875,8.0,2024-12-07,2026-03-21,1.0,1.0,0.0,4.0,2024-12-13,1.0,1.0,0.0,0.0,2025-11-14
C00165,F,1993.0,Hải Phòng,2024-01-09,,0,2024-01-09,4.0,205204800.0,51301200.0,0.3,0.075,29.0,7.25,4.0,2025-01-01,2025-11-21,2.0,0.5,0.0,5.0,2025-01-24,2.0,0.0,0.0,30000.0,2025-08-18
C00166,F,1999.0,Buôn Ma Thuột,2023-09-10,Walk-in,0,2023-09-10,3.0,10279600.0,3426533.3333333335,0.44999999999999996,0.15,12.0,4.0,3.0,2024-11-12,2025-09-10,1.0,0.0,0.0,2.0,2024-11-29,2.0,0.0,0.0,30000.0,2025-05-19
C00167,F,1982.0,Hải Phòng,2023-08-02,Google,0,2023-08-02,7.0,162642800.0,23234685.714285713,0.75,0.10714285714285714,45.05,6.435714285714285,6.0,2024-10-07,2025-11-03,2.0,0.0,0.0,2.5,2024-10-10,1.0,1.0,0.0,15000.0,2026-03-19
C00168,M,1978.0,Buôn Ma Thuột,2024-09-08,Facebook,0,2024-09-08,5.0,141928800.0,28385760.0,0.55,0.11000000000000001,34.0,6.8,5.0,2024-11-03,2025-10-31,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,5000.0,2025-05-31
C00169,F,1980.0,Đà Nẵng,2023-07-22,TikTok,0,2023-07-22,5.0,35222370.0,7044474.0,0.0,0.0,31.009999999999998,6.202,4.0,2023-10-22,2025-07-06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00170,M,2002.0,Hải Phòng,2023-08-10,,0,2023-08-10,5.0,21784000.0,4356800.0,0.0,0.0,25.0,5.0,5.0,2023-09-13,2025-10-25,1.0,0.0,0.0,2.0,2023-10-08,4.0,0.5,0.0,60000.0,2026-03-25
C00171,M,2003.0,Hà Nội,2024-05-02,Referral,0,2024-05-02,1.0,11388000.0,11388000.0,0.0,0.0,7.0,7.0,1.0,2025-09-21,2025-09-21,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,55000.0,2025-09-06
C00172,M,1999.0,,2023-10-27,Zalo,0,2023-10-27,8.0,96841350.0,12105168.75,0.35,0.04375,46.0,5.75,7.0,2023-12-28,2025-07-19,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,20000.0,2023-11-13
C00173,M,1973.0,Hà Nội,2023-09-21,Walk-in,0,2023-09-21,8.0,128040250.0,16005031.25,1.7,0.2125,61.0,7.625,7.0,2024-01-14,2025-11-24,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00174,F,1966.0,Đà Nẵng,2024-01-30,Referral,0,2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,15000.0,2024-12-30
C00175,M,1991.0,Bắc Ninh,2023-07-24,Google,0,2023-07-24,3.0,37352300.0,12450766.666666666,0.55,0.18333333333333335,17.0,5.666666666666667,2.0,2024-10-02,2025-11-26,1.0,1.0,0.0,0.0,2024-10-26,4.0,0.25,0.0,80000.0,2025-02-23
C00176,F,1993.0,Khác,2023-08-05,Walk-in,0,2023-08-05,5.0,72811200.0,14562240.0,0.75,0.15,34.0,6.8,5.0,2024-03-10,2026-02-16,1.0,1.0,0.0,3.0,2024-03-31,1.0,0.0,0.0,50000.0,2025-02-07
C00177,M,1993.0,Bắc Ninh,2024-11-07,TikTok,0,2024-11-07,6.0,61740000.0,10290000.0,0.15,0.024999999999999998,34.0,5.666666666666667,6.0,2024-12-29,2026-02-18,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,55000.0,2026-02-23
C00178,M,1998.0,Cần Thơ,2025-02-19,Website,0,2025-02-19,3.0,10481700.0,3493900.0,0.5,0.16666666666666666,19.0,6.333333333333333,3.0,2025-03-10,2025-08-21,0.0,0.0,0.0,0.0,,2.0,0.5,0.5,30000.0,2025-12-31
C00179,M,1968.0,Huế,2025-03-20,Shopee,0,2025-03-20,2.0,144993550.0,72496775.0,0.25,0.125,23.0,11.5,2.0,2025-12-05,2026-02-13,1.0,0.0,0.0,1.0,2025-12-30,1.0,1.0,0.0,15000.0,2025-11-13
C00180,M,1996.0,Thủ Đức,2024-08-10,Website,0,2024-08-10,7.0,61498500.0,8785500.0,0.7,0.09999999999999999,42.0,6.0,4.0,2024-12-27,2026-01-05,1.0,0.0,0.0,3.0,2025-01-24,0.0,0.0,0.0,0.0,
C00181,M,1985.0,Vũng Tàu,2023-08-15,Zalo,0,2023-08-15,8.0,251486800.0,31435850.0,1.0,0.125,66.0,8.25,6.0,2023-08-22,2026-02-18,1.0,0.0,0.0,0.0,2023-10-19,3.0,1.0,0.3333333333333333,60000.0,2025-10-25
C00182,M,1982.0,Vũng Tàu,2023-08-07,Walk-in,0,2023-08-07,4.0,144677000.0,36169250.0,0.0,0.0,43.0,10.75,3.0,2024-06-28,2026-01-03,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.3333333333333333,65000.0,2025-06-20
C00183,,1994.0,Bắc Ninh,2024-06-25,Shopee,0,2024-06-25,8.0,241545300.0,30193162.5,0.65,0.08125,52.0,6.5,7.0,2024-11-06,2026-03-19,1.0,0.0,0.0,2.0,2024-11-27,2.0,0.0,0.0,10000.0,2025-09-23
C00184,M,2006.0,Buôn Ma Thuột,2023-09-10,TikTok,0,2023-09-10,4.0,50693150.0,12673287.5,0.15000000000000002,0.037500000000000006,29.0,7.25,3.0,2024-09-22,2025-07-20,0.0,0.0,0.0,0.0,,4.0,0.25,0.25,10000.0,2025-09-10
C00185,,1979.0,Nha Trang,2024-08-14,Walk-in,0,2024-08-14,6.0,94754350.0,15792391.666666666,0.4,0.06666666666666667,36.0,6.0,6.0,2024-12-13,2026-01-18,1.0,1.0,0.0,3.0,2025-02-04,4.0,0.5,0.0,15000.0,2026-01-28
C00186,,1991.0,Thủ Đức,2024-09-07,Google,0,2024-09-07,5.0,87411300.0,17482260.0,0.4,0.08,48.0,9.6,5.0,2025-08-06,2026-02-10,1.0,1.0,0.0,5.0,2025-08-07,3.0,0.6666666666666666,0.0,15000.0,2026-01-19
C00187,F,1985.0,Buôn Ma Thuột,2024-04-16,Referral,0,2024-04-16,6.0,60931850.0,10155308.333333334,1.15,0.19166666666666665,42.0,7.0,5.0,2024-06-21,2025-12-02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00188,M,1995.0,TP.HCM,2024-06-18,Google,0,2024-06-18,2.0,783800.0,391900.0,0.15,0.075,5.0,2.5,2.0,2024-08-22,2024-11-06,2.0,0.5,1.0,3.0,2024-10-06,1.0,1.0,0.0,15000.0,2025-01-12
C00189,M,1992.0,TP.HCM,2023-08-27,Walk-in,0,2023-08-27,2.0,38880000.0,19440000.0,0.05,0.025,11.0,5.5,2.0,2023-12-31,2025-04-28,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,2024-09-25
C00190,M,2002.0,Bắc Ninh,2023-10-12,Walk-in,0,2023-10-12,2.0,44325700.0,22162850.0,0.15,0.075,8.0,4.0,2.0,2024-06-29,2025-03-04,2.0,0.5,1.0,4.0,2024-07-25,0.0,0.0,0.0,0.0,
C00191,M,1991.0,Biên Hòa,2025-04-17,Shopee,0,2025-04-17,4.0,123505000.0,30876250.0,0.0,0.0,25.0,6.25,3.0,2025-09-12,2026-02-02,2.0,1.0,0.0,3.0,2025-10-21,2.0,0.0,0.0,5000.0,2025-12-05
C00192,M,1983.0,Vũng Tàu,2025-06-08,Referral,0,2025-06-08,5.0,94985100.0,18997020.0,0.85,0.16999999999999998,30.0,6.0,4.0,2025-07-12,2026-02-01,3.0,0.3333333333333333,0.0,2.3333333333333335,2025-09-07,1.0,0.0,0.0,30000.0,2026-03-18
C00193,M,2001.0,Bắc Ninh,2024-05-26,TikTok,0,2024-05-26,6.0,106202450.0,17700408.333333332,0.45,0.075,35.0,5.833333333333333,5.0,2024-06-13,2025-11-12,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,2025-09-11
C00194,F,1979.0,TP.HCM,2023-11-06,Walk-in,0,2023-11-06,6.0,81451600.0,13575266.666666666,0.39999999999999997,0.06666666666666667,36.0,6.0,5.0,2024-07-11,2025-09-11,1.0,1.0,0.0,5.0,2024-07-23,0.0,0.0,0.0,0.0,
C00195,F,1972.0,Khác,2024-12-21,Referral,0,2024-12-21,4.0,31710700.0,7927675.0,0.6,0.15,39.0,9.75,3.0,2025-11-26,2026-01-13,3.0,0.3333333333333333,0.0,5.0,2026-01-25,1.0,1.0,0.0,15000.0,2026-01-28
